word	count	entries
dahlekah	2	L16527:dah-le-kah=dry-and-?; L16754:dah-le-kah=dry-and-lamentations
dahlua	2	L10872:dah-lua=weep-exceed; L12551:dah-lua=grieve-too
dampah	2	L9529:dam-pah=well-?; L10014:dam-pah=healthy-clear
dangka	2	L8759:dang-ka=other-?; L8825:dang-ka=other-one
dangtak	3	L8189:dang-tak=other-true; L9897:dangtak=weary; L11601:dangtak=thirst
daupai	2	L9079:dau-pai=war-pour; L11550:daupai=prosper
dawk	2	L9227:dawk=open; L10810:dawk=bind
deda	2	L9238:de-da=love-?; L10906:de-da=love-INTNS
dengzan	2	L12849:deng-zan=rod-iron; L13549:deng-zan=cut-break
dingpi	2	L12099:ding-pi=stand-great; L13450:ding-pi=stand-big
dingte	3	L7523:ding-te=stand-PL; L13181:ding-te=PROSP-PL; L13835:ding-te=PROSP-PL
dingto	2	L8529:ding-to=stand-sit; L12888:ding-to=stand-up
dip	2	L9236:dip=valley; L15987:dip=dip
do	2	L9777:do=rise; L10578:do=throw
ek	2	L9847:ek=dung; L10687:ek=sneeze
enen	2	L11863:en-en=look-REDUP; L15176:en~en=look~RED
galhiamte	2	L8540:gal-hiam-te=enemy-?-PL; L8985:gal-hiam-te=enemy-fierce-PL
galkidona	2	L7897:gal-kido-na=enemy-fight-NMLZ; L12604:gal-kidona=war-sword
gamgi	3	L7467:gam-gi=land-boundary; L9699:gamgi=border; L12883:gam-gi=land-year
gamh	2	L7685:gamh=land.II; L9837:gamh=inheritance
gamlapi	2	L7830:gam-la-pi=land-take-big; L12960:gam-la-pi=land-field-great
gamsa	2	L8299:gam-sa=land-meat; L9669:gamsa=beast
gamtatna	2	L7170:gamtat-na=rule.land-NMLZ; L12863:gam-tat-na=earth-curse-NMLZ
gamtatsia	2	L8504:gamtat-sia=kingdom-bad; L11593:gamtat-sia=deed-evil
gan-an	2	L13480:gan-an=possess-?; L13511:gan-an=possess-ERG
gawp	3	L10004:gawp=all; L10422:gawp=break; L11599:gawp=trample
geelna	2	L7942:geel-na=plan-NMLZ; L9787:geelna=way
gentel	2	L8574:gen-tel=speak-help; L11603:gen-tel=speak-understand
genthuah	3	L8601:gen-thuah=speak-?; L8992:gen-thuah=speak-?; L9096:gen-thuah=speak-add
gitlohna	2	L7514:git-loh-na=hate-NEG-NMLZ; L9761:gitlohna=wickedness
golpi	2	L9077:gol-pi=round-big; L15219:gol-pi=grow-big
golpite	2	L12395:gol-pi-te=whale-great-PL; L15220:gol-pi-te=grow-big-PL
gu-kha	2	L14351:gu-kha=leg-?; L14396:gu-kha=leg-bone
guaktangun	2	L16520:guak-tang-un=?-rise-IMP; L16770:guak-tang-un=naked-rise-IMP
guallel	2	L8932:gual-lel=friend-?; L8950:gual-lel=friend-return
gukha	2	L14350:gu-kha=leg-?; L14395:gu-kha=leg-bone
gukte	3	L8470:guk-te=almond-PL; L13105:guk-te=bowl-PL; L13518:guk-te=lice-PL
gulpi	3	L12650:gul-pi=serpent-great; L13506:gul-pi=serpent-big; L15059:gulpi=dragon
haksapi	2	L10572:hak-sa-pi=heavy-flesh-great; L12556:hak-sa-pi=difficult-PAST-great
hangte	2	L9861:hang-te=stallion-PL; L13539:hang-te=reason-PL
hanthotna	3	L8686:han-thot-na=follow-?-NMLZ; L9189:han-thot-na=follow-?-NMLZ; L9258:han-thot-na=follow-tie-NMLZ
hauh	2	L8734:hauh=rich.PL; L10390:hauh=grasp
hauhna	2	L7563:hauh-na=shout-NMLZ; L9793:hauhna=riches
hawmguak	2	L11375:hawm-guak=empty-?; L11456:hawm-guak=hand-empty
hawmpi	2	L11012:hawm-pi=arrange-great; L13453:hawm-pi=join-big
hazatna	2	L8542:ha-zat-na=hot-?-NMLZ; L9179:hazat-na=jealousy-NMLZ
hehnepna	3	L8860:heh-nep-na=angry-?-NMLZ; L8876:heh-nep-na=angry-?-NMLZ; L8936:heh-nep-na=angry-soft-NMLZ
hei	2	L10626:hei=path; L11577:hei=mock
henhan	3	L9126:hen-han=be-?; L9548:hen-han=be-?; L10016:hen-han=spread-spread
hihlo	2	L11535:hi-hlo=be-NEG; L14761:hih-lo=this-NEG
hihloh	2	L10242:hi-hloh=be-NEG; L14760:hih-loh=this-NEG.NOM
hihna	2	L7714:hih-na=this-NMLZ; L13440:hih-na=be-NMLZ
hilhial	2	L16705:hilh-ial=teach-?; L16788:hilh-ial=teach-spread
hinapi-in	2	L7422:hi-na-pi-in=be-?-big-ERG; L7550:hi-na-pi-in=be-NMLZ-big-ERG
hingkhawi	2	L8717:hing-khawi=live-?; L9098:hing-khawi=live-let
hoihzaw	2	L7484:hoih-zaw=good-more; L12872:hoih-zaw=well-more
hol-am	2	L14286:hol-am=south-?; L14380:hol-am=south-ward
holam	2	L14285:hol-am=south-?; L14379:hol-am=south-ward
honpite	2	L7929:hon-pi-te=flock-big-PL; L11330:hon-pi-te=many-big-PL
honsa	2	L11093:hon-sa=flock-CAUS; L12879:hon-sa=open-PAST
hot	2	L10391:hot=steer; L15887:hot=save
hotkhiatna	2	L7490:hot-khiat-na=?-emerge-NMLZ; L7583:hot-khiat-na=salvation
hual	2	L9924:hual=wave; L10334:hual=bind
huh	3	L7719:huh=blow; L9733:huh=help; L10227:huh=help
husanna	2	L8565:husa-nna=flood-NMLZ; L14738:husanna=hosanna
hut	2	L9445:hut=shelter; L10367:hut=arm
ing	2	L7686:ing=?; L7816:ing=be.able
inndei	3	L7477:inn-dei=house-?; L7579:inn-dei=family; L12864:inn-dei=house-chamber
innkuante	2	L7654:inn-kuan-te=house-household-PL; L13798:inn-kuan-te=house-family-PL
innlam	2	L9201:inn-lam=house-side; L9759:innlam=builder
innliim	2	L8811:inn-liim=house-?; L8835:inn-liim=house-feast
innluahza	2	L9477:inn-luah-za=house-?-?; L9511:inn-luah-za=house-inherit-right
innsun	2	L13370:inn-sun=house-side; L15204:inn-sun=house-shade
inntualah	2	L9505:inn-tu-a-lah=house-?-LOC-?; L9601:inn-tu-a-lah=house-stand-LOC-take
ip	3	L8289:ip=cover; L10410:ip=hold; L15222:ip=sack
kahlei	2	L8207:kahlei=ladder; L13803:kah-lei=behind-earth
kahto-in	2	L8548:ka-hto-in=1SG-ascend-ERG; L14732:kah-to-in=climb-up-ERG
kahtohna	2	L8741:ka-htoh-na=1SG-ascend-NMLZ; L14730:kah-toh-na=climb-up-NMLZ
kahtohpih	2	L14617:ka-htoh-pih=1SG-set-APPL; L14782:kah-toh-pih=climb-up-with
kai	2	L7848:kai=ascend; L10321:kai=dig
kaih	2	L8405:kaih=pull/lead; L10126:kaih=loosen
kaii-in	2	L14357:ka-ii-in=1SG-?-ERG; L14400:ka-ii-in=1SG-go-ERG
kaiiin	2	L14356:ka-ii-in=1SG-?-ERG; L14399:ka-ii-in=1SG-go-ERG
kaikhawmin	3	L8197:kai-khawm-in=gather-together-ERG; L8354:ka-i-khawm-in=1SG-?-gather-ERG; L8967:ka-i-khawm-in=1SG-go-gather-ERG
kaikhia	4	L8390:ka-i-khia=1SG-?-exit; L8437:ka-i-khia=1SG-?-exit; L8968:ka-i-khia=1SG-go-exit; L12831:kai-khia=draw-out
kaikikpah	2	L16840:ka-i-kik-pah=1SG-?-again-exactly; L17000:ka-i-kik-pah=1SG-need-again-exactly
kal	3	L8072:kal=liver; L9695:kal=kidney; L10633:kal=middle
kam	2	L7722:kam=word/mouth; L9721:kam=word
kamciamsa	2	L14615:ka-mciam-sa=1SG-vow-NOM; L14784:kam-ciam-sa=word-promise-PERF
kamkeite	2	L14923:kam-kei-te=word-?-PL; L16440:kam-kei-te=word-1SG-PL
kang	3	L7760:kang=suffer; L9673:kang=gray; L10311:kang=pillar
kangtum	3	L7632:kang-tum=?-all; L7755:kang-tum=brass-all; L10069:kang-tum=burn-all
kansak	2	L13164:kan-sak=dry-CAUS; L14751:kansak=dry.up
kaptuk	2	L14875:kap-tuk=cry-?; L15904:kap-tuk=cry-meet
kauphete	5	L8880:kau-phe-te=call-?-PL; L8940:kau-phe-te=call-?-PL; L9196:kau-phe-te=call-?-PL; L9282:kau-phe-te=call-?-PL; L9322:kauphe-te=locust-PL
kawikawi	2	L7496:kawi-kawi=crooked-RED; L8332:kawi-kawi=forth~forth
kawlsing	2	L8156:kawl-sing=fry-wood; L15195:kawlsing=pomegranate
keek	2	L8467:keek=fire/lightning; L10455:keek=ITER
keel	2	L7682:keel=?; L7745:keel=heel
keelno	2	L8411:keel-no=heel-?/young; L8970:keel-no=heel-young
kehsakkhak	2	L14919:keh-sak-khak=kick-CAUS-?; L16725:keh-sak-khak=kick-CAUS-firm
keising	2	L11467:kei-sing=owl-?; L11510:kei-sing=owl-tree
keivom	3	L11366:kei-vom=wolf-?; L11454:kei-vom=wolf-?; L11509:kei-vom=wolf-male
kekseuna	2	L15041:kek-seu-na=break-?-NMLZ; L16687:kek-seu-na=reverse-search-NMLZ
keng	2	L8027:keng=only; L10797:keng=tree
khahkhong	2	L8725:khah-khong=choke-?; L9101:khah-khong=choke-way
khainiang	2	L8705:khai-niang=hold-young; L9843:khainiang=chain
khak	2	L7537:khak=limit; L10607:khak=lock
kham	2	L7381:kham=forbid; L10767:kham=gather
khangham	2	L7915:khang-ham=generation-full; L13187:khang-ham=generation-old
khangto	2	L8065:khang-to=generation-sit; L12877:khang-to=prevail-up
khapna	2	L8704:khap-na=forbid-NMLZ; L12884:khap-na=pledge-NMLZ
khatpeuh	2	L7439:khat-peuh=one-every; L11312:khat-peuh=one-whosoever
khauhual	2	L8306:khau-hual=cord-bracelet; L8333:khau-hual=string-bracelet
khausai	3	L8669:khau-sai=spirit-?; L9002:khua-sai=spirit-?; L9148:khua-sai=spirit-voice
khawhletzo	2	L14418:khawh-let-zo=sharpen-?-COMPL; L14610:khawh-let-zo=pierce-return-COMPL
khawi	2	L8782:khawi=where; L9917:khawi=flock
khawk	2	L9268:khawk=hollow/empty; L9717:khawk=spirit
khawm	3	L7729:khawm=gather; L10133:khawm=together; L15065:khawm=mingled
khebaite	2	L8610:kheba-i-te=?-?-PL; L9110:khebai-te=foreign-PL
khekna	3	L11084:khek-na=fail-NMLZ; L12557:khek-na=fail-NMLZ; L13464:khek-na=give.in-NMLZ
khenkhit	2	L11808:khen-khit=condemn-finish; L14543:khen-khit=condemn-away
khetphimte	2	L8721:khet-phim-te=?-?-PL; L9481:khet-phim-te=judge-try-PL
khikhe	2	L9224:khi-khe=foot-?; L9580:khi-khe=foot-leg
khongkhai	2	L11295:khong-khai=obey-?; L11320:khong-khai=magic-open
khop	2	L8305:khop=enough; L10408:khop=join
khuaisuahna	2	L16814:khua-i-suah-na=town-?-become-NMLZ; L17001:khua-i-suah-na=town-lack-become-NMLZ
khuaisuahte	2	L16815:khua-i-suah-te=town-?-become-PL; L17002:khua-i-suah-te=town-lack-become-PL
khuamkua	2	L15004:khuam-kua=dream-?; L16245:khuam-kua=village-hole
khuamluzepna	2	L8043:khua-mlu-zep-na=town-head-bow-NMLZ; L9889:khuam-luzep-na=pole-encircle-NMLZ
khuaneute	2	L7683:khua-neu-te=town-small-PL; L12824:khua-neu-te=village-small-PL
khuaphialep	2	L9623:khua-phial-ep=town-wide-?; L9994:khua-phial-ep=sky-flash-lightning
khuasung	2	L7614:khua-sung=town-inside; L12906:khua-sung=village-inside
khutme	2	L8234:khut-me=hand-span; L9801:khutme=finger
ki-em	4	L8652:ki-em=REFL-?; L9162:ki-em=REFL-?; L9266:ki-em=REFL-?; L9292:ki-em=PASS-bake
kidomkaang	2	L14979:kidom-kaang=catch-?; L16541:ki-dom-kaang=REFL-stand-straight
kidona	2	L12603:kidona=sword; L12890:ki-don-a=REFL-war-LOC
kigenna	2	L8275:ki-gen-na=REFL-explain-NMLZ; L14503:ki-gen-na=REFL-speak-NMLZ
kihanthawntawm	2	L16827:ki-han-thawn-tawm=REFL-do-continue-?; L17003:ki-han-thawn-tawm=REFL-do-continue-end
kihhuai	2	L9893:ki-hhuai=REFL-abominate; L14724:ki-huai=REFL-abominate
kihhuaina	3	L8897:ki-hhuai-na=REFL-dread-NMLZ; L9892:kihhuai-na=abominate-NMLZ; L14725:ki-huai-na=REFL-abominate-NMLZ
kihhuainate	2	L9891:kihhuaina-te=abomination-PL; L14727:ki-huai-na-te=REFL-abominate-NMLZ-PL
kihhuaite	2	L9639:ki-hhuai-te=REFL-abominate-PL; L14726:ki-huai-te=REFL-abominate-PL
kihtakhuai	2	L7932:kihtak-huai=dread-causing; L14770:kih-takhuai=abhor-despise
kikhamvalte	2	L16593:ki-kham-val-te=REFL-prevent-?-PL; L16830:ki-kham-val-te=REFL-prevent-left-PL
kikoih	2	L7622:ki-koih=REFL-put; L9687:kikoih=foundation
kilatna	2	L8858:ki-lat-na=REFL-?-NMLZ; L8875:ki-lat-na=REFL-strong-NMLZ
kilkel	2	L10525:ki-lkel=REFL-leave; L14749:kil~kel=clear~RED
kima-sialh	2	L14290:ki-ma-sialh=REFL-face-?; L14382:ki-ma-sialh=REFL-face-shame
kimangngilh	3	L8867:ki-mang-ngilh=REFL-forget-?; L8877:ki-mang-ngilh=REFL-forget-?; L8937:ki-mang-ngilh=REFL-chief-forget
kimasialh	2	L14289:ki-ma-sialh=REFL-face-?; L14381:ki-ma-sialh=REFL-face-shame
kingaihna	2	L7175:ki-ngaih-na=REFL-desire-NMLZ; L14694:ki-ngaih-na=REFL-love-NMLZ
kiphasakte	3	L8268:ki-phasa-te=REFL-bless-PL; L12668:ki-pha-sak-te=REFL-save-CAUS-PL; L13466:ki-pha-sak-te=REFL-good-CAUS-PL
kipsakna	3	L8892:ki-psa-kna=REFL-?-NMLZ; L8945:ki-psak-na=REFL-bless-NMLZ; L14719:kip-sak-na=firm-CAUS-NMLZ
kipsaknate	2	L13372:ki-psak-na-te=REFL-ledge-NMLZ-PL; L14722:kip-sak-na-te=firm-CAUS-NMLZ-PL
kipsuak	2	L10664:ki-psuak=REFL-take; L14763:kip-suak=firm-become
kipte	2	L7568:kip-te=?-PL; L7612:kip-te=edge-PL
kisa	2	L9905:kisa=proud; L12873:ki-sa=REFL-PAST
kisukha	4	L10864:ki-suk-ha=REFL-pollute-CAUS; L13108:ki-suk-ha=REFL-defile-already; L13467:ki-suk-ha=REFL-move-PERF; L13547:ki-suk-ha=REFL-move-out
kithakhauhsak	2	L12595:ki-tha-kauh-sak=REFL-strength-strong-CAUS; L14475:ki-thak-hauh-sak=REFL-new-strong-CAUS
kizem	2	L12908:ki-zem=REFL-twine; L13235:ki-zem=REFL-weave
koihpa	3	L11722:koih-pa=place-NMLZ.M; L13192:koih-pa=set-NMLZ; L13208:koih-pa=put-NMLZ
kongpuankhai	4	L8785:kong-puan-khai=1SG→3-carry-?; L8828:kong-puan-khai=1SG→3-cloth-?; L9480:kong-puan-khai=1SG→3-cloth-?; L10022:kong-puan-khai=door-cloth-hang
kopte	2	L13104:kop-te=knop-PL; L13516:kop-te=frog-PL
kuangdai	3	L8424:kuang-dai=trough-?; L8972:kuang-dai=trough-large; L9943:kuang-dai=container-flat
kumpinu	2	L7812:kumpi-nu=king-mother; L11314:kumpi-nu=king-female
kungte	2	L7633:kung-te=trunk-PL; L13541:kung-te=tree-PL
lai-at	2	L7993:lai-at=middle-?; L8134:lai-at=middle-LOC
laimal	2	L12309:lai-mal=writing-?; L13060:lai-mal=book-plain
lakhia	2	L7592:lak-khia=take-exit; L7877:la-khia=take-out
lam-an	2	L13481:lam-an=way-?; L13512:lam-an=way-ERG
lametna	2	L7618:lam-et-na=way-?-NMLZ; L7747:lam-et-na=path-example-NMLZ
lamun	2	L12752:la-mun=garment-cover; L13114:lam-un=direction-3PL
langpangte	3	L8388:lang-pang-te=side-?-PL; L8436:lang-pang-te=side-?-PL; L8976:lang-pang-te=side-board-PL
lawp	2	L9235:lawp=lap; L10580:lawp=shake
le-uhcin	2	L7751:le-uh-cin=also-PL-even; L10875:le-uh-cin=and-PL-COND
leenggah	3	L7743:leeng-gah=grape-cluster; L7809:leeng-gah=grape-fruit; L9815:leenggah=grape
leengpei	2	L8993:leeng-pei=chariot-?; L9097:leeng-pei=chariot-wheel
leibat	2	L11554:leibat=debt; L15983:lei-bat=debt-bind
leibatna	2	L11553:leibat-na=debt-NMLZ; L15982:lei-bat-na=debt-bind-NMLZ
leitang	3	L7184:lei-tang=land-?; L7370:lei-tang=land-earth; L7704:lei-tang=land-earth
lel	2	L9773:lel=desperate; L10457:lel=change
liah	2	L10381:liah=circuit; L11552:liah=lick/dwell
liammate	3	L9382:liam-ma-te=wound-?-PL; L9549:liam-ma-te=wound-?-PL; L9710:liamma-te=wound-PL
liangko	4	L7927:liangko=shoulder; L10027:liangko=shoulder; L12810:liang-ko=shoulder-both; L13198:liang-ko=shoulder-both
liangkoah	5	L10026:liangko-ah=shoulder-LOC; L12910:liang-ko-ah=shoulder-both-LOC; L12994:liang-ko-ah=shoulder-both-LOC; L13199:liang-ko-ah=shoulder-both-LOC; L13819:liang-ko-ah=shoulder-both-LOC
lianpipi	2	L8554:lian-pi-pi=big-big-big; L9771:lianpipi=great
liim	2	L10600:liim=wing; L13243:liim=shadow
limlang	2	L9521:lim-lang=image-reflect; L15841:limlang=mirror
lingsa	2	L11207:ling-sa=fear-CAUS; L12868:ling-sa=tremble-PAST
lite	3	L7764:li-te=four-PL; L13106:li-te=four-PL; L13520:li-te=river-PL
lokho	2	L9239:lo-kho=able.NEG-?; L9875:lokho=farmer
lonona	2	L7478:lo-no-na=NEG-?-NMLZ; L7580:lo-no-na=disobedience
lua	2	L7608:lua=exceed; L10343:lua=excessive
luai	2	L11199:lua-i=exceed-?; L11318:luai=pillar
luh	2	L8608:luh=head/enter; L10000:luh=smite
lui	3	L7511:lui=river; L10217:lui=old; L10551:lui=tell
lumlet	2	L8755:lum-let=warm-return; L11629:lumlet=overturn
lungdamkohna	2	L8682:lungdam-koh-na=rejoice-?-NMLZ; L9156:lungdam-koh-na=rejoice-call-NMLZ
lungkhamna	2	L7556:lung-kham-na=heart-anxiety-NMLZ; L9791:lungkhamna=tribulation
lungmang	2	L8924:lung-mang=heart-forget; L11747:lungmang=dismay
lungso	4	L15903:lung-so=heart-?; L16412:lung-so=heart-?); L16700:lung-so=heart-?; L16887:lung-so=heart-hot
lungsosa	3	L16418:lung-so-sa=heart-?-already; L16701:lung-so-sa=heart-?-already; L16888:lung-so-sa=heart-hot-already
lungzin	2	L9955:lung-zin=heart-shadow; L13186:lung-zin=heart-bright
lutang	2	L7481:lu-tang=head-?; L7582:lu-tang=pillow
ma-un	2	L8544:ma-un=that-?; L9166:ma-un=that-time
maang	2	L10756:maang=vision; L15814:maang=dim
madawk	2	L12842:ma-dawk=that-morrow; L15113:madawk=edge
mak	2	L9129:mak=mark; L10223:mak=divorce
makaite	2	L7569:makai-te=leader-PL; L14508:makai-te=chief-PL
mangbuhham	2	L8138:mangbuh-ham=barley-?; L8196:mangbuh-ham=barley-wheat
mante	2	L9579:man-te=true-PL; L13572:man-te=price-PL
masala	2	L15237:masala=cummin; L15837:masala=fitches
mavan	2	L15239:ma-van=NEG-empty; L15906:mavan=wonder
mawhsakna	2	L7655:mawh-sak-na=err-CAUS-NMLZ; L9903:mawh-sak-na=sin-CAUS-NMLZ
meidawi	2	L10354:mei-dawi=fire-fear; L15068:meidawi=feeble.minded
mengme	2	L16717:meng-me=dream-?; L16899:meng-me=dream-slumber
miksite	2	L14917:mik-si-te=eye-?-PL; L15825:miksi-te=ant-PL
milipun	2	L9330:mi-li-pun=person-?-bundle; L9478:mi-lipun=person-bundle
minamte	2	L7708:mi-nam-te=person-kind-PL; L9175:mi-nam-te=person-tribe-PL
minthanna	2	L7454:min-than-na=name-bless-NMLZ; L11656:minthan-na=glory-NMLZ
miphak	2	L9345:mi-phak=person-half; L9835:miphak=leper
mipi	2	L10252:mi-pi=person-great; L13827:mi-pi=person-big
mit-hah	2	L14309:mit-hah=eye-?; L14372:mit-hah=eye-blind
mithagol	3	L9769:mithagol=giant; L11411:mitha-gol=giant-?; L11489:mitha-gol=person-giant
mithah	2	L14308:mit-hah=eye-?; L14371:mit-hah=eye-blind
momai	2	L10622:mo-mai=dry-without; L15080:momai=scorpion
mongte	3	L10946:mong-te=end-PL; L13107:mong-te=end-PL; L13523:mong-te=throat-PL
mualbo	2	L11238:mual-bo=see-round; L13448:mual-bo=hill-tower
mualpang	2	L8763:mual-pang=hill-?; L8826:mual-pang=hill-side
mudah	2	L7591:mu-dah=see-?; L7744:mu-dah=see-easy
muhdahhuai	3	L8145:muhdah-huai=trouble-worthy; L13070:muh-dah-huai=see-hate-mix; L13216:muh-dah-huai=smell-bad-hateful
muk	2	L8174:muk=kiss; L9747:muk=lip
mukha	2	L8806:mu-kha=see.I-?; L8834:mu-kha=see.I-place
mul	2	L8164:mul=hair; L10130:mul=full
munte	2	L7787:mun-te=place-PL; L12821:mun-te=spot-PL
mut	3	L8589:mut=see.I.SHORT; L10095:mut=blow; L11743:mut=blow
naksiat	2	L14623:na-ksiat=2SG-fall; L14773:naksiat=ruin
nam	2	L10138:nam=nation; L10721:nam=kiss
namsau	3	L7711:nam-sau=long.hair; L9881:namsau=knife; L14858:nam-sau=sword-long
namtui	2	L7594:nam-tui=kind-water; L9833:namtui=perfume
napiun	2	L12911:na-pi-un=2PL-great-3PL; L13820:napi-un=but-PL.IMP
natna	2	L7353:nat-na=ill-NMLZ; L9785:natna=disease
naungek	2	L7642:nau-ngek=child-small; L13178:nau-ngek=child-birth
naupaii	2	L8514:nau-paii=child-?; L8983:nau-paii=child-row
naupangnote	2	L8852:nau-pang-no-te=child-?-young-PL; L9193:nau-pang-no-te=child-side-young-PL
nawhsa	2	L10889:nawh-sa=hurry-CAUS; L12822:nawh-sa=unleavened-PAST
nawk	2	L7836:nawk=again; L10003:nawk=overtake
nawlkhin	2	L13814:nawl-khin=law-?; L14411:nawl-khin=way-knowledge
nawt	3	L8921:nawt=2SG.?; L8948:nawt=push; L10741:nawt=smooth
nazat	2	L8127:na-zat=2SG-hear; L13209:na-zat=hand-work
nazatte	2	L8126:na-zat-te=2SG-hear-PL; L13193:na-zat-te=2SG-work-PL
neih	2	L7375:nei-h=have-NOM; L10463:neih=have
neikha	2	L11664:nei-kha=have-?; L11764:nei-kha=have-NEG
nem	2	L8492:nem=soft; L10803:nem=comfort
nengniam	3	L8153:neng-niam=stranger-oppress; L9755:nengniam=oppressor; L13211:neng-niam=stranger-oppress
nengniamte	2	L9754:nengniam-te=oppressor-PL; L11313:neng-niam-te=oppress-low-PL
netum	2	L8209:ne-tum=eat-full; L15964:netum=young.woman
ngaihno	2	L7838:ngaih-no=love-INT; L7933:ngaih-no=think-lovingly
ngat	2	L10178:ngat=opposite; L10781:ngat=time
ngia	2	L9082:ngia=watch; L9789:ngia=field
ngimna	2	L7223:ngim-na=think-NMLZ; L9745:ngimna=imagination
niam	3	L9583:niam=lowly; L10154:niam=bow; L11730:niam=low
niamkhiat	2	L8665:niam-khiat=low-depart; L11702:niamkhiat=humble
nihna	2	L7468:nih-na=two-NMLZ; L12816:nih-na=second-NMLZ
nilh	2	L7669:nilh=wipe; L10033:nilh=anoint
niliim	2	L8817:ni-liim=day-?; L8837:ni-liim=day-feast
nip	2	L12131:nip=rotten; L15902:nip=pinch
nitak	2	L7466:ni-tak=day-exact; L13910:ni-tak=sun-set
nitak-an	2	L13880:ni-tak-an=day-true-time; L13912:ni-tak-an=sun-set-time
nopsakna	2	L7617:nop-sak-na=want-CAUS-NMLZ; L9921:nopsak-na=restore-NMLZ
noptuam	2	L11416:nop-tuam=stay-?; L11457:nop-tuam=like-desire
nuai	2	L7834:nuai=below; L10648:nuai=under
nulkeusak	2	L15008:nul-keu-sak=push-?-CAUS; L16248:nul-keu-sak=female-unmarried-CAUS
