word	count	entries
piakna	3	L7390:piak-na=give.to-NMLZ; L12828:piak-na=give-NMLZ; L13824:piak-na=give.to-NMLZ
nihte	3	L7410:nih-te=two-PL; L8324:nih-te=two-PL; L12815:nih-te=two-PL
sawmnga	3	L7462:sawm-nga=ten-five; L12820:sawm-nga=ten-five; L13206:sawm-nga=ten-five
gamgi	3	L7467:gam-gi=land-boundary; L9699:gamgi=border; L12883:gam-gi=land-year
inndei	3	L7477:inn-dei=house-?; L7579:inn-dei=family; L12864:inn-dei=house-chamber
lui	3	L7511:lui=river; L10217:lui=old; L10551:lui=tell
pawlkhatte	3	L7522:pawl-khat-te=some-one-PL; L10963:pawl-khatte=group-fifty; L11309:pawl-khat-te=group-one-PL
dingte	3	L7523:ding-te=stand-PL; L13181:ding-te=PROSP-PL; L13835:ding-te=PROSP-PL
san	3	L7529:san=flee; L9703:san=garlic; L10270:san=rely
ap	3	L7530:ap=entrust; L10172:ap=span; L10610:ap=devote
zaw	3	L7536:zaw=more; L10072:zaw=more; L10259:zaw=more
pawlpi	3	L7584:pawl-pi=group-big; L11323:pawl-pi=group-big; L13204:pawl-pi=group-great
panun	3	L7587:pa-nun=father-?; L7611:pa-nun=father-?; L7742:pa-nun=father-life
neu	3	L7589:neu=small; L10041:neu=small; L13668:neu=small
kangtum	3	L7632:kang-tum=?-all; L7755:kang-tum=brass-all; L10069:kang-tum=burn-all
vanglian	3	L7651:vang-lian=power-big; L9660:vanglian=mighty; L11570:vanglian=almighty
paktat	3	L7674:pak-tat=?-strike; L7748:pak-tat=divide-strike; L13176:pak-tat=harlot-deal
pak	3	L7675:pak=?; L7749:pak=divide; L10309:pak=wait
namsau	3	L7711:nam-sau=long.hair; L9881:namsau=knife; L14858:nam-sau=sword-long
huh	3	L7719:huh=blow; L9733:huh=help; L10227:huh=help
khawm	3	L7729:khawm=gather; L10133:khawm=together; L15065:khawm=mingled
leenggah	3	L7743:leeng-gah=grape-cluster; L7809:leeng-gah=grape-fruit; L9815:leenggah=grape
kang	3	L7760:kang=suffer; L9673:kang=gray; L10311:kang=pillar
cil	3	L7761:cil=sprout; L9685:cil=beginning; L10694:cil=piece
lite	3	L7764:li-te=four-PL; L13106:li-te=four-PL; L13520:li-te=river-PL
zawng	3	L7827:zawng=all; L9825:zawng=poor; L10037:zawng=lack
bawngnawi	3	L7912:bawng-nawi=cow-butter; L13434:bawng-nawi=cow-meat; L13881:bawng-nawi=cattle-bull
kal	3	L8072:kal=liver; L9695:kal=kidney; L10633:kal=middle
muhdahhuai	3	L8145:muhdah-huai=trouble-worthy; L13070:muh-dah-huai=see-hate-mix; L13216:muh-dah-huai=smell-bad-hateful
nengniam	3	L8153:neng-niam=stranger-oppress; L9755:nengniam=oppressor; L13211:neng-niam=stranger-oppress
zahko	3	L8160:zah-ko=despise-curse; L9953:zah-ko=shame-have; L12869:zah-ko=gather-grapes
val	3	L8171:val=go.quickly; L10186:val=pour; L10768:val=basket
dangtak	3	L8189:dang-tak=other-true; L9897:dangtak=weary; L11601:dangtak=thirst
kaikhawmin	3	L8197:kai-khawm-in=gather-together-ERG; L8354:ka-i-khawm-in=1SG-?-gather-ERG; L8967:ka-i-khawm-in=1SG-go-gather-ERG
kiphasakte	3	L8268:ki-phasa-te=REFL-bless-PL; L12668:ki-pha-sak-te=REFL-save-CAUS-PL; L13466:ki-pha-sak-te=REFL-good-CAUS-PL
ip	3	L8289:ip=cover; L10410:ip=hold; L15222:ip=sack
peemtate	3	L8309:peem-ta-te=peace-PFV-PL; L8350:peem-ta-te=peace-?-PL; L8402:peem-ta-te=flat-stay-PL
taina	3	L8341:ta-i-na=stay-?-NMLZ; L8355:ta-i-na=stay-?-NMLZ; L8973:tai-na=stay-NMLZ
thahatte	3	L8343:tha-hat-te=strength-hard-PL; L12577:tha-hat-te=strength-strong-PL; L13496:tha-hat-te=strength-strong-PL
paktatte	3	L8348:pak-tat-te=respect-?-PL; L8403:pak-tat-te=share-?-PL; L8975:pak-tat-te=share-cut-PL
vanging	3	L8372:vang-ing=strength-?; L8434:vang-ing=strength-?; L8984:vang-ing=strength-INS
langpangte	3	L8388:lang-pang-te=side-?-PL; L8436:lang-pang-te=side-?-PL; L8976:lang-pang-te=side-board-PL
kuangdai	3	L8424:kuang-dai=trough-?; L8972:kuang-dai=trough-large; L9943:kuang-dai=container-flat
gukte	3	L8470:guk-te=almond-PL; L13105:guk-te=bowl-PL; L13518:guk-te=lice-PL
pakan	3	L8481:pa-kan=father-?; L8978:pa-kan=father-?; L9092:pakan=spoon
paaikhia	3	L8499:paa-i-khia=father-?-exit; L8979:paa-i-khia=father-?-exit; L9093:paa-i-khia=go.and-CAUS-exit
omkha	3	L8503:om-kha=exist-?; L8980:om-kha=exist-?; L9094:om-kha=exist-detained
balnen	3	L8505:bal-nen=owe-?; L8981:bal-nen=owe-swallow; L9998:balnen=tear
sawmsim	3	L8549:sawm-sim=ten-count; L9951:sawmsim=conspire; L11543:sawmsim=conspire
palikte	3	L8562:pa-lik-te=father-?-PL; L8989:pa-lik-te=father-?-PL; L9099:pa-lik-te=father-ancient-PL
mut	3	L8589:mut=see.I.SHORT; L10095:mut=blow; L11743:mut=blow
sangzaw	3	L8600:sang-zaw=high-more; L13432:sang-zaw=high-more; L13682:sang-zaw=high-more
genthuah	3	L8601:gen-thuah=speak-?; L8992:gen-thuah=speak-?; L9096:gen-thuah=speak-add
vankhainate	3	L8649:van-khai-na-te=heaven-?-NMLZ-PL; L9100:van-khai-na-te=sky-?-NMLZ-PL; L9163:van-khai-na-te=sky-open-NMLZ-PL
khausai	3	L8669:khau-sai=spirit-?; L9002:khua-sai=spirit-?; L9148:khua-sai=spirit-voice
tuutalte	3	L8677:tuut-al-te=hand-?-PL; L9546:tuutal-te=ram-PL; L13534:tuu-tal-te=flock-POSS-PL
hanthotna	3	L8686:han-thot-na=follow-?-NMLZ; L9189:han-thot-na=follow-?-NMLZ; L9258:han-thot-na=follow-tie-NMLZ
palsatin	3	L8788:pal-sat-in=?-strike-ERG; L8829:pal-sat-in=?-strike-ERG; L9988:palsat-in=transgress-ERG
cingh	3	L8802:cingh=say.?; L8833:cingh=say.COMP; L13454:cing-h=lend-COMP
hehnepna	3	L8860:heh-nep-na=angry-?-NMLZ; L8876:heh-nep-na=angry-?-NMLZ; L8936:heh-nep-na=angry-soft-NMLZ
kimangngilh	3	L8867:ki-mang-ngilh=REFL-forget-?; L8877:ki-mang-ngilh=REFL-forget-?; L8937:ki-mang-ngilh=REFL-chief-forget
tuili	3	L8872:tui-li=water-?; L8938:tui-li=water-flow; L9679:tuili=stream
kipsakna	3	L8892:ki-psa-kna=REFL-?-NMLZ; L8945:ki-psak-na=REFL-bless-NMLZ; L14719:kip-sak-na=firm-CAUS-NMLZ
kihhuaina	3	L8897:ki-hhuai-na=REFL-dread-NMLZ; L9892:kihhuai-na=abominate-NMLZ; L14725:ki-huai-na=REFL-abominate-NMLZ
cilna	3	L8902:cil-na=begin-NMLZ; L12887:cil-na=command-NMLZ; L13900:cil-na=thresh-NMLZ
nawt	3	L8921:nawt=2SG.?; L8948:nawt=push; L10741:nawt=smooth
tuakkha	3	L9083:tuak-kha=meet-?; L9361:tuak-kha=meet-?; L9533:tuak-kha=meet-go
pelmawh	3	L9088:pel-mawh=escape-?; L9514:pel-mawh=praise-?; L10001:pel-mawh=report-evil
henhan	3	L9126:hen-han=be-?; L9548:hen-han=be-?; L10016:hen-han=spread-spread
puksi	3	L9127:puk-si=cave-?; L9393:puk-si=cave-?; L9604:puk-si=cave-die
satpa	3	L9155:sat-pa=build-father; L13195:sat-pa=smite-NMLZ; L13215:sat-pa=smite-NMLZ
zinei	3	L9319:zi-nei=wife-have; L10144:zinei=marry; L15078:zi-nei=wife-have
liammate	3	L9382:liam-ma-te=wound-?-PL; L9549:liam-ma-te=wound-?-PL; L9710:liamma-te=wound-PL
zawt	3	L9462:zawh-t=finish-?; L9600:zawh-t=strong-?; L9991:zawt=weary
pataukohna	3	L9489:pa-tau-koh-na=male-?-call-NMLZ; L9544:pa-tau-koh-na=male-?-call-NMLZ; L10028:pataukoh-na=alarm-NMLZ
niam	3	L9583:niam=lowly; L10154:niam=bow; L11730:niam=low
angvan	3	L9616:ang-van=together-?; L10042:ang-van=face-see; L13799:ang-van=bright-sky
anlate	3	L9655:an-la-te=3PL-take-PL; L13272:an-la-te=3PL-take-PL; L13807:an-la-te=PL-take-PL
mithagol	3	L9769:mithagol=giant; L11411:mitha-gol=giant-?; L11489:mitha-gol=person-giant
seel	3	L9860:seel=hide; L10338:seel=cover; L11627:seel=hide
gawp	3	L10004:gawp=all; L10422:gawp=break; L11599:gawp=trample
tonu	3	L10012:tonu=mistress; L13191:to-nu=lord-woman; L13205:to-nu=lord-woman
antan	3	L10090:an-tan=food-stop; L14614:an-tan=3PL-fast; L14777:antan=endure
mongte	3	L10946:mong-te=end-PL; L13107:mong-te=end-PL; L13523:mong-te=throat-PL
thalawh	3	L11077:thal-awh=bow-?; L11150:thal-awh=bow-young; L15142:thalawh=bride.price
khekna	3	L11084:khek-na=fail-NMLZ; L12557:khek-na=fail-NMLZ; L13464:khek-na=give.in-NMLZ
keivom	3	L11366:kei-vom=wolf-?; L11454:kei-vom=wolf-?; L11509:kei-vom=wolf-male
koihpa	3	L11722:koih-pa=place-NMLZ.M; L13192:koih-pa=set-NMLZ; L13208:koih-pa=put-NMLZ
siamgante	3	L12022:siam-gan-te=weave-work-PL; L13201:siam-gan-te=weave-work-PL; L13845:siam-gan-te=weave-work-PL
sealt	3	L12606:se-alt=beast-island; L12988:se-alt=beast-island; L13830:seal-t=seal-?
gulpi	3	L12650:gul-pi=serpent-great; L13506:gul-pi=serpent-big; L15059:gulpi=dragon
lungsosa	3	L16418:lung-so-sa=heart-?-already; L16701:lung-so-sa=heart-?-already; L16888:lung-so-sa=heart-hot-already
biakbuk	2	L7141:biak-buk=worship-tent; L12881:biak-buk=worship-house
gamtatna	2	L7170:gamtat-na=rule.land-NMLZ; L12863:gam-tat-na=earth-curse-NMLZ
biakna	2	L7171:biak-na=worship-NMLZ; L12818:biak-na=worship-NMLZ
vangliatna	2	L7172:vangliat-na=strong-NMLZ; L10081:vang-liat-na=glory-power-NMLZ
kingaihna	2	L7175:ki-ngaih-na=REFL-desire-NMLZ; L14694:ki-ngaih-na=REFL-love-NMLZ
kipan	2	L7196:ki-pan=REFL-begin; L12893:ki-pan=REFL-begin
ngimna	2	L7223:ngim-na=think-NMLZ; L9745:ngimna=imagination
awk	2	L7234:awk=ram; L11673:awk=trap
vawh	2	L7236:vawh=name; L10024:vawh=arise
puantualpi	2	L7237:puan-tual-pi=cloth-many.colored-big; L7849:puan-tual-pi=cloth-generation-big
paito	2	L7278:pai-to=go-UP; L7434:pai-to=go-sit
paisuk	2	L7280:pai-suk=go-DOWN; L7433:pai-suk=go-CAUS
bang	2	L7301:bang=what/like; L10204:bang=equal
bangzia	2	L7314:bang-zia=what-manner; L12834:bang-zia=what-like
amaute	2	L7337:a-mau-te=3-PL.base-PL; L12878:a-mau-te=3SG-EMPH-PL
natna	2	L7353:nat-na=ill-NMLZ; L9785:natna=disease
paina	2	L7355:pai-na=go-NMLZ; L12825:pai-na=go-NMLZ
neih	2	L7375:nei-h=have-NOM; L10463:neih=have
kham	2	L7381:kham=forbid; L10767:kham=gather
theihna	2	L7387:theih-na=know.II-NMLZ; L9689:theihna=knowledge
thuakna	2	L7393:thuak-na=suffer-NMLZ; L12830:thuak-na=afflict-NMLZ
thugente	2	L7398:thugen-te=preacher-PL; L11354:thu-gen-te=word-tell-PL
ukte	2	L7413:uk-te=rule-PL; L8330:uk-te=tent-PL
hinapi-in	2	L7422:hi-na-pi-in=be-?-big-ERG; L7550:hi-na-pi-in=be-NMLZ-big-ERG
semsem	2	L7436:sem-sem=serve-RED; L9990:semsem=breathe
khatpeuh	2	L7439:khat-peuh=one-every; L11312:khat-peuh=one-whosoever
tokhom	2	L7448:to-khom=sit-gather; L9930:tokhom=throne
minthanna	2	L7454:min-than-na=name-bless-NMLZ; L11656:minthan-na=glory-NMLZ
nitak	2	L7466:ni-tak=day-exact; L13910:ni-tak=sun-set
nihna	2	L7468:nih-na=two-NMLZ; L12816:nih-na=second-NMLZ
biakpiakna	2	L7473:biak-piak-na=worship-give.to-NMLZ; L12880:biak-piak-na=worship-offer-NMLZ
lonona	2	L7478:lo-no-na=NEG-?-NMLZ; L7580:lo-no-na=disobedience
puanbuk	2	L7479:puan-buk=cloth-?; L7581:puan-buk=tent
lutang	2	L7481:lu-tang=head-?; L7582:lu-tang=pillow
hoihzaw	2	L7484:hoih-zaw=good-more; L12872:hoih-zaw=well-more
hotkhiatna	2	L7490:hot-khiat-na=?-emerge-NMLZ; L7583:hot-khiat-na=salvation
kawikawi	2	L7496:kawi-kawi=crooked-RED; L8332:kawi-kawi=forth~forth
thupi	2	L7500:thu-pi=word-big; L13449:thu-pi=word-big
sepna	2	L7512:sep-na=work-NMLZ; L12814:sep-na=do-NMLZ
thungetna	2	L7513:thu-nget-na=word-request-NMLZ; L9899:thu-nget-na=word-pray-NMLZ
gitlohna	2	L7514:git-loh-na=hate-NEG-NMLZ; L9761:gitlohna=wickedness
tuute	2	L7521:tuu-te=?-PL; L7607:tuu-te=grandchild-PL
pawi	2	L7525:pawi=Pawi; L9663:pawi=feast
pang	2	L7526:pang=side/small; L9697:pang=branch
zat	2	L7532:zat=use; L10489:zat=use
zuih	2	L7535:zui-h=follow-NOM; L10302:zuih=hang
khak	2	L7537:khak=limit; L10607:khak=lock
lungkhamna	2	L7556:lung-kham-na=heart-anxiety-NMLZ; L9791:lungkhamna=tribulation
hauhna	2	L7563:hauh-na=shout-NMLZ; L9793:hauhna=riches
kipte	2	L7568:kip-te=?-PL; L7612:kip-te=edge-PL
makaite	2	L7569:makai-te=leader-PL; L14508:makai-te=chief-PL
khawl	2	L7585:khawl=rest; L10232:khawl=rest
muang	2	L7588:muang=trust; L9727:muang=trust
ciangkhut	2	L7590:ciang-khut=then-hand; L9983:ciang-khut=white-part
mudah	2	L7591:mu-dah=see-?; L7744:mu-dah=see-easy
lakhia	2	L7592:lak-khia=take-exit; L7877:la-khia=take-out
namtui	2	L7594:nam-tui=kind-water; L9833:namtui=perfume
amahmah	2	L7598:a-mah-mah=3SG-self-RED; L13220:a-mah-mah=3SG-self-self
lua	2	L7608:lua=exceed; L10343:lua=excessive
khuasung	2	L7614:khua-sung=town-inside; L12906:khua-sung=village-inside
nopsakna	2	L7617:nop-sak-na=want-CAUS-NMLZ; L9921:nopsak-na=restore-NMLZ
lametna	2	L7618:lam-et-na=way-?-NMLZ; L7747:lam-et-na=path-example-NMLZ
salin	2	L7619:sa-lin=meat-?; L7746:sa-lin=meat-hope
kikoih	2	L7622:ki-koih=REFL-put; L9687:kikoih=foundation
hing	2	L7624:hing=alive; L9634:hing=alive
zahtakna	2	L7629:zah-tak-na=fear-exact-NMLZ; L13439:zahtak-na=fear-NMLZ
kungte	2	L7633:kung-te=trunk-PL; L13541:kung-te=tree-PL
nungzui	2	L7640:nung-zui=life-follow; L13203:nung-zui=back-follow
naungek	2	L7642:nau-ngek=child-small; L13178:nau-ngek=child-birth
innkuante	2	L7654:inn-kuan-te=house-household-PL; L13798:inn-kuan-te=house-family-PL
mawhsakna	2	L7655:mawh-sak-na=err-CAUS-NMLZ; L9903:mawh-sak-na=sin-CAUS-NMLZ
zuihna	2	L7656:zuih-na=follow.II-NMLZ; L12886:zuih-na=turn-NMLZ
vaihawm	2	L7657:vai-hawm=?-smell; L7763:vai-hawm=plan-counsel
nilh	2	L7669:nilh=wipe; L10033:nilh=anoint
sawmguk	2	L7671:sawm-guk=ten-six; L15173:sawm-guk=ten-six
keel	2	L7682:keel=?; L7745:keel=heel
khuaneute	2	L7683:khua-neu-te=town-small-PL; L12824:khua-neu-te=village-small-PL
gamh	2	L7685:gamh=land.II; L9837:gamh=inheritance
ing	2	L7686:ing=?; L7816:ing=be.able
pah	2	L7696:pah=do.so; L10015:pah=clear
minamte	2	L7708:mi-nam-te=person-kind-PL; L9175:mi-nam-te=person-tribe-PL
suante	2	L7710:suan-te=offspring-PL; L13528:suan-te=descendant-PL
hihna	2	L7714:hih-na=this-NMLZ; L13440:hih-na=be-NMLZ
kam	2	L7722:kam=word/mouth; L9721:kam=word
nungzuite	2	L7728:nung-zui-te=life-follow-PL; L13189:nung-zui-te=back-follow-PL
dangte	2	L7731:dang-te=other-PL; L12829:dang-te=other-PL
le-uhcin	2	L7751:le-uh-cin=also-PL-even; L10875:le-uh-cin=and-PL-COND
zin	2	L7753:zin=journey; L9705:zin=sojourner
pahtawina	2	L7781:pah-tawi-na=do-honor-NMLZ; L13446:pah-tawi-na=feast-sorrow-NMLZ
munte	2	L7787:mun-te=place-PL; L12821:mun-te=spot-PL
theite	2	L7788:thei-te=know.I-PL; L13177:thei-te=fruit-PL
kumpinu	2	L7812:kumpi-nu=king-mother; L11314:kumpi-nu=king-female
sawt	2	L7826:sawt=long.time; L10044:sawt=long
nun	2	L7828:nun=life; L9693:nun=knop
gamlapi	2	L7830:gam-la-pi=land-take-big; L12960:gam-la-pi=land-field-great
nuai	2	L7834:nuai=below; L10648:nuai=under
zai	2	L7835:zai=song; L10485:zai=thing
nawk	2	L7836:nawk=again; L10003:nawk=overtake
ngaihno	2	L7838:ngaih-no=love-INT; L7933:ngaih-no=think-lovingly
pahtawi	2	L7843:pah-tawi=do-honor; L14734:pah-tawi=honor-carry
behlap	2	L7845:beh-lap=tribe-half; L10406:behlap=grow
palsat	2	L7846:pal-sat=wall-strike; L9957:palsat=transgress
kai	2	L7848:kai=ascend; L10321:kai=dig
theithei	2	L7873:thei~thei=know.I~RED; L12833:thei-thei=know-REDUP
galkidona	2	L7897:gal-kido-na=enemy-fight-NMLZ; L12604:gal-kidona=war-sword
beisak	2	L7907:bei-sak=end-CAUS; L11732:bei-sak=finish-CAUS
nuihsan	2	L7910:nuih-san=laugh-at; L14695:nuih-san=laugh-at
khangham	2	L7915:khang-ham=generation-full; L13187:khang-ham=generation-old
khangno	2	L7926:khang-no=generation-young; L13680:khang-no=generation-young
nungtasak	2	L7928:nung-ta-sak=live-?-CAUS; L7997:nungta-sak=live-CAUS
honpite	2	L7929:hon-pi-te=flock-big-PL; L11330:hon-pi-te=many-big-PL
kihtakhuai	2	L7932:kihtak-huai=dread-causing; L14770:kih-takhuai=abhor-despise
pawlpite	2	L7936:pawl-pi-te=group-big-PL; L13190:pawl-pi-te=group-great-PL
geelna	2	L7942:geel-na=plan-NMLZ; L9787:geelna=way
lai-at	2	L7993:lai-at=middle-?; L8134:lai-at=middle-LOC
keng	2	L8027:keng=only; L10797:keng=tree
khuamluzepna	2	L8043:khua-mlu-zep-na=town-head-bow-NMLZ; L9889:khuam-luzep-na=pole-encircle-NMLZ
thukimpih	2	L8050:thu-kim-pih=word-keep-APPL; L15146:thu-kim-pih=word-complete-APPL
thukan	2	L8051:thu-kan=word-hold; L11532:thukan=messenger
khangto	2	L8065:khang-to=generation-sit; L12877:khang-to=prevail-up
ancilna	2	L8116:ancil-na=anoint-NMLZ; L12826:an-cil-na=corn-thresh-NMLZ
nazatte	2	L8126:na-zat-te=2SG-hear-PL; L13193:na-zat-te=2SG-work-PL
nazat	2	L8127:na-zat=2SG-hear; L13209:na-zat=hand-work
sil	2	L8130:sil=flesh/body; L10614:sil=wash
mangbuhham	2	L8138:mangbuh-ham=barley-?; L8196:mangbuh-ham=barley-wheat
kaihkhop	2	L8151:kaih-khop=gather-together; L14480:kaih-khop=gather-together
kawlsing	2	L8156:kawl-sing=fry-wood; L15195:kawlsing=pomegranate
mul	2	L8164:mul=hair; L10130:mul=full
muk	2	L8174:muk=kiss; L9747:muk=lip
thuteng	2	L8193:thu-teng=word-tell; L8223:thu-teng=word-tell
kahlei	2	L8207:kahlei=ladder; L13803:kah-lei=behind-earth
netum	2	L8209:ne-tum=eat-full; L15964:netum=young.woman
kawnggak	2	L8212:kawng-gak=road-girdle; L8224:kawng-gak=road-girdle
ang	2	L8231:a-ng=3SG-FUT; L10257:ang=be/become
khutme	2	L8234:khut-me=hand-span; L9801:khutme=finger
sukham	2	L8235:su-kham=touch-reach; L10046:su-kham=make-grind
cithei	2	L8237:ci-thei=say-able; L12832:ci-thei=eye-evil
cianga	2	L8247:ci-ang-a=say-FUT-NOM; L8328:ci-ang-a=say-FUT-LOC
cidam	2	L8249:ci-dam=say-well; L8329:ci-dam=say-well
mangte	2	L8251:mang-te=chief-PL; L13782:mang-te=chief-PL
kigenna	2	L8275:ki-gen-na=REFL-explain-NMLZ; L14503:ki-gen-na=REFL-speak-NMLZ
theikung	2	L8281:theih-kung=oil-tree; L9926:thei-kung=fruit-tree
zal	2	L8288:zal=spread; L10100:zal=shake
gamsa	2	L8299:gam-sa=land-meat; L9669:gamsa=beast
khop	2	L8305:khop=enough; L10408:khop=join
khauhual	2	L8306:khau-hual=cord-bracelet; L8333:khau-hual=string-bracelet
thumu	2	L8336:thu-mu=word-?; L8356:thu-mu=horn/trumpet
zanglei	2	L8339:zang-lei=use-buy; L12812:zang-lei=east-field
tomno	2	L8370:tom-no=dwell-?; L8433:tom-no=dwell-young
kaih	2	L8405:kaih=pull/lead; L10126:kaih=loosen
keelno	2	L8411:keel-no=heel-?/young; L8970:keel-no=heel-young
cithak	2	L8421:ci-thak=say-?; L8971:ci-thak=say-true
ommawk	2	L8427:om-mawk=exist-?; L8974:om-mawk=exist-empty
puansilh	2	L8460:puan-silh=cloth-wrap; L9938:puan-silh=cloth-wear
bawngla	2	L8462:bawng-la=cattle-?; L8977:bawng-la=cattle-young.female
luite	2	L8466:lui-te=river-PL; L13537:lui-te=river-PL
keek	2	L8467:keek=fire/lightning; L10455:keek=ITER
puantungsilh	2	L8473:puan-tung-silh=cloth-head-wrap; L9845:puantungsilh=coat
teembawte	2	L8483:teem-baw-te=?-?-PL; L8990:teem-baw-te=tent-build-PL
nem	2	L8492:nem=soft; L10803:nem=comfort
gamtatsia	2	L8504:gamtat-sia=kingdom-bad; L11593:gamtat-sia=deed-evil
vanmanpha	2	L8507:van-manpha=go.and-precious; L9885:vanmanpha=treasure
tuiciin	2	L8512:tui-ciin=water-?; L8982:tui-ciin=water-pure
naupaii	2	L8514:nau-paii=child-?; L8983:nau-paii=child-row
dingto	2	L8529:ding-to=stand-sit; L12888:ding-to=stand-up
galhiamte	2	L8540:gal-hiam-te=enemy-?-PL; L8985:gal-hiam-te=enemy-fierce-PL
ankung	2	L8541:an-kung=3PL-tree; L9783:ankung=herb
hazatna	2	L8542:ha-zat-na=hot-?-NMLZ; L9179:hazat-na=jealousy-NMLZ
ma-un	2	L8544:ma-un=that-?; L9166:ma-un=that-time
kahto-in	2	L8548:ka-hto-in=1SG-ascend-ERG; L14732:kah-to-in=climb-up-ERG
ngaihsutsa	2	L8552:ngaihsut-sa=think-PAST; L8986:ngaihsut-sa=think-PAST
lianpipi	2	L8554:lian-pi-pi=big-big-big; L9771:lianpipi=great
husanna	2	L8565:husa-nna=flood-NMLZ; L14738:husanna=hosanna
gentel	2	L8574:gen-tel=speak-help; L11603:gen-tel=speak-understand
hilhkholhna	2	L8596:hilh-kholh-na=teach-INTENS-NMLZ; L11575:hilh-kholh-na=teach-INTENS-NMLZ
siksanin	2	L8599:sik-san-in=repent-?-ERG; L8991:sik-san-in=repent-high-ERG
luh	2	L8608:luh=head/enter; L10000:luh=smite
khebaite	2	L8610:kheba-i-te=?-?-PL; L9110:khebai-te=foreign-PL
bawngpi	2	L8625:bawng-pi=cattle-big; L9677:bawngpi=cattle.big
numeino	2	L8629:numei-no=woman-young; L11316:numei-no=woman-DIM
satnen	2	L8633:sat-nen=strike-?; L9001:sat-nen=strike-swallow
kizopna	2	L8635:ki-zop-na=REFL-join-NMLZ; L14711:ki-zop-na=REFL-join-NMLZ
uiphukte	2	L8644:ui-phuk-te=dog-?-PL; L9000:ui-phuk-te=dog-wild-PL
niamkhiat	2	L8665:niam-khiat=low-depart; L11702:niamkhiat=humble
paikawmin	2	L8667:pai-kawm-in=go-?-ERG; L9108:pai-kawm-in=go-dwell-ERG
lungdamkohna	2	L8682:lungdam-koh-na=rejoice-?-NMLZ; L9156:lungdam-koh-na=rejoice-call-NMLZ
luitui	2	L8690:lui-tui=river-water; L11660:lui-tui=river-water
khapna	2	L8704:khap-na=forbid-NMLZ; L12884:khap-na=pledge-NMLZ
khainiang	2	L8705:khai-niang=hold-young; L9843:khainiang=chain
hingkhawi	2	L8717:hing-khawi=live-?; L9098:hing-khawi=live-let
bilvang	2	L8719:bil-vang=ear-strength; L9767:bilvang=loop
khetphimte	2	L8721:khet-phim-te=?-?-PL; L9481:khet-phim-te=judge-try-PL
khahkhong	2	L8725:khah-khong=choke-?; L9101:khah-khong=choke-way
