iso	wordform	frequency
cnh	ramcar	38
cnh	ramchiahru	1
cnh	ramchung	13
cnh	ramchungmi	1
cnh	ramdang	53
cnh	ramdangmi	68
cnh	ramh	50
cnh	ramhmi	3
cnh	ramhnak	6
cnh	ramhno	3
cnh	ramhnok	1
cnh	ramhnonak	1
cnh	ramhpiak	1
cnh	ramhring	4
cnh	ramhtu	11
cnh	rami	226
cnh	raminu	1
cnh	ramipa	3
cnh	ramking	2
cnh	ramkung	6
cnh	ramlak	235
cnh	rammi	32
cnh	ramniam	1
cnh	rampi	1
cnh	ramrawl	1
cnh	ramrawn	1
cnh	ramri	171
cnh	ramro	5
cnh	ramsa	4
cnh	ramte	2
cnh	ramui	1
cnh	ramvai	1
cnh	ramvaih	1
cnh	ramvaimi	1
cnh	ran	11
cnh	rang	137
cnh	rangcung	44
cnh	ranginn	1
cnh	rangla	1
cnh	rangleng	164
cnh	rangmi	13
cnh	rangpi	1
cnh	rangrau	1
cnh	rangtum	78
cnh	rangṭum	1
cnh	rannak	1
cnh	ranning	1
cnh	ranter	3
cnh	rap	66
cnh	rat	358
cnh	rathnawh	14
cnh	rathnawhtu	1
cnh	ratnak	29
cnh	ratning	1
cnh	ratpi	211
cnh	ratpimi	7
cnh	ratpitu	3
cnh	ratter	26
cnh	rau	24
cnh	rauh	15
cnh	rauhter	3
cnh	raumi	1
cnh	raw	2
cnh	rawchok	3
cnh	rawh	23
cnh	rawhmi	6
cnh	rawhnak	58
cnh	rawhral	1
cnh	rawhralnak	65
cnh	rawhraltermi	1
cnh	rawhter	2
cnh	rawi	40
cnh	rawihmi	1
cnh	rawimi	1
cnh	rawinak	19
cnh	rawiphiar	3
cnh	rawitu	18
cnh	rawk	203
cnh	rawkmi	23
cnh	rawknak	20
cnh	rawkral	5
cnh	rawkter	1
cnh	rawl	878
cnh	rawlchuan	1
cnh	rawlchuang	1
cnh	rawldangh	2
cnh	rawldanghnak	10
cnh	rawlh	11
cnh	rawlhal	1
cnh	rawlhrawn	4
cnh	rawlhtu	1
cnh	rawlkung	4
cnh	rawlret	11
cnh	rawlrialnak	2
cnh	rawlruk	1
cnh	rawltlun	1
cnh	rawlṭam	22
cnh	rawlṭammi	3
cnh	rawlṭamnak	4
cnh	rawlṭuan	5
cnh	rawlṭuantu	8
cnh	rawn	41
cnh	rawnh	5
cnh	rawnhter	3
cnh	rawnmi	3
cnh	rawnnak	2
cnh	rawnpiak	1
cnh	rawnram	8
cnh	rawt	1
cnh	rawtu	1
cnh	re	11
cnh	reem	1
cnh	reh	1
cnh	rei	1
cnh	reikiang	1
cnh	rel	520
cnh	relcawklo	2
cnh	relchih	1
cnh	relh	1
cnh	relmi	38
cnh	relnak	17
cnh	relning	11
cnh	relpiak	26
cnh	relrul	4
cnh	reltu	6
cnh	rem	80
cnh	remh	133
cnh	remhchun	1
cnh	remhmi	8
cnh	remhnak	14
cnh	remhter	1
cnh	remhtu	5
cnh	remmi	2
cnh	remnak	135
cnh	remrel	6
cnh	remrum	2
cnh	remte	1
cnh	remter	15
cnh	remtermi	1
cnh	remternak	1
cnh	reng	1
cnh	rengh	5
cnh	renghhnawh	1
cnh	renghhnawhmi	1
cnh	rengmi	1
cnh	rep	2
cnh	reprai	2
cnh	reprup	1
cnh	rethei	12
cnh	retheih	2
cnh	retheihnak	26
cnh	retheimi	19
cnh	reu	11
cnh	reumi	4
cnh	reunak	2
cnh	ri	134
cnh	riah	16
cnh	riah-hmun	1
cnh	riahbuk	18
cnh	riahcaw	9
cnh	riahhmun	169
cnh	riahhmunpi	1
cnh	riahhnawh	7
cnh	riahhnawhtu	1
cnh	riahmah	4
cnh	riahnak	32
cnh	riahter	4
cnh	riak	116
cnh	riakmi	4
cnh	rial	77
cnh	rialchih	4
cnh	rialdip	1
cnh	rialhnawh	3
cnh	rialmal	1
cnh	rialmi	5
cnh	rialnak	14
cnh	rialter	2
cnh	riam	15
cnh	riamh	4
cnh	riamhter	7
cnh	riamka	1
cnh	riammi	2
cnh	riamruam	11
cnh	rian	914
cnh	riangmang	35
cnh	riangruang	2
cnh	rianh	25
cnh	rianhmi	1
cnh	rianhrang	1
cnh	rianhter	1
cnh	rianmi	1
cnh	rianrang	1
cnh	rianranh	2
cnh	riante	1
cnh	riantu	1
cnh	rianṭuan	71
cnh	rianṭuanhawi	1
cnh	rianṭuanmi	24
cnh	rianṭuannak	83
cnh	rianṭuanning	11
cnh	rianṭuanter	1
cnh	rianṭuantu	68
cnh	riat	105
cnh	riatnak	13
cnh	rih	456
cnh	rihai	3
cnh	rihaw	1
cnh	rihmi	121
cnh	rihnak	1
cnh	rihning	6
cnh	rihter	8
cnh	rikrekte	1
cnh	ril	94
cnh	rilh	25
cnh	rilhhnawh	1
cnh	rilhnak	6
cnh	rilhter	4
cnh	rilhtertu	1
cnh	rili	264
cnh	rili-va	1
cnh	rilikam	22
cnh	rilipi	19
cnh	rilmi	1
cnh	rim	38
cnh	rimchia	1
cnh	rimhmui	31
cnh	rimhmuimi	1
cnh	rimi	4
cnh	rimthaw	38
cnh	rimthawmi	3
cnh	rin	16
cnh	ring	3
cnh	ringlo	1
cnh	ringriang	1
cnh	rinh	9
cnh	rinhcanhmi	1
cnh	rinhchan	1
cnh	rinhmi	1
cnh	rinkhuar	1
cnh	rinkuar	5
cnh	rinnak	1
cnh	rinning	1
cnh	rinpiak	1
cnh	ririai	1
cnh	rit	45
cnh	rithnawh	2
cnh	ritmi	45
cnh	ritnak	3
cnh	ritpi	1
cnh	ritret	1
cnh	ritter	13
cnh	rittertu	1
cnh	ritṭih	1
cnh	ro	240
cnh	roca	2
cnh	rocar	5
cnh	rocarnak	4
cnh	rochaw	1
cnh	roco	1
cnh	roco-hawi	1
cnh	roconak	2
cnh	rocotu	12
cnh	roh	8
cnh	rohmi	9
cnh	roih	4
cnh	roihmi	1
cnh	rok	4
cnh	roktu	1
cnh	rokuang	6
cnh	rolh	3
cnh	rolhtu	2
cnh	rolung	2
cnh	romi	6
cnh	ronh	1
cnh	rop	6
cnh	ropmi	1
cnh	rorah	2
cnh	roter	3
cnh	rothil	20
cnh	rovuih	2
cnh	rovuitu	1
cnh	rua	44
cnh	ruah	519
cnh	ruah-it	1
cnh	ruah-nak	1
cnh	ruahchan	33
cnh	ruahchanmi	24
cnh	ruahchannak	74
cnh	ruahchanter	2
cnh	ruahchih	6
cnh	ruahchihmi	6
cnh	ruahchungnak	1
cnh	ruahchungpiak	1
cnh	ruahmi	53
cnh	ruahnak	208
cnh	ruahning	22
cnh	ruahpak	1
cnh	ruahpi	14
cnh	ruahpiak	5
cnh	ruahpiakmi	2
cnh	ruahter	3
cnh	ruahthiamnak	4
cnh	ruahti	2
cnh	ruahtu	6
cnh	ruahzun	1
cnh	ruaih	4
cnh	ruak	119
cnh	ruakhngah	1
cnh	ruakhuang	3
cnh	ruakkuang	2
cnh	ruakvuinak	1
cnh	rual	48
cnh	rualchan	103
cnh	rualrual	2
cnh	ruam	15
cnh	ruam-am	5
cnh	ruamkai	6
cnh	ruamkaimi	1
cnh	ruamkainak	13
cnh	ruang	206
cnh	ruangah	679
cnh	ruangmang	5
cnh	ruangte	2
cnh	ruannak	5
cnh	ruaram	2
cnh	ruat	239
cnh	ruatkhangtu	1
cnh	ruatmi	14
cnh	ruatmipa	1
cnh	ruattu	2
cnh	rubi	4
cnh	ruh	106
cnh	ruhnak	4
cnh	ruk	226
cnh	ruknak	15
cnh	rul	52
cnh	rulh	12
cnh	rulhnak	4
cnh	rulpi	15
cnh	rum	61
cnh	rummi	9
cnh	rumnak	70
cnh	rumning	1
cnh	rumra	14
cnh	rumro	10
cnh	rumrum	1
cnh	rumter	14
cnh	rumtertu	1
cnh	run	279
cnh	rung	275
cnh	rungmi	6
cnh	rungrul	9
cnh	rungvengtu	2
cnh	runh	2
cnh	runpi	10
cnh	runrual	1
cnh	runrun	4
cnh	runven	5
cnh	runvennak	4
cnh	rup	12
cnh	rupmi	1
cnh	rupnak	1
cnh	ruru-hranghrang	1
cnh	ruttupa	1
cnh	sa	451
cnh	sa-einak	1
cnh	sa-ui	1
cnh	sabakthani	2
cnh	sabbath	86
cnh	sadawitu	1
cnh	saduh	1
cnh	saduhthah	5
cnh	saduhthahmi	1
cnh	safaiar	8
cnh	sah	8
cnh	sahlawh	13
cnh	sahmul	8
cnh	sahniar	1
cnh	sahrang	72
cnh	sai	3
cnh	saih	18
cnh	saihmurhling	1
cnh	saiho	1
cnh	saikamor	7
cnh	saipres	14
cnh	saitu	1
cnh	sak	340
cnh	sakah	2
cnh	sakap	2
cnh	sakhi	9
cnh	sakhnawh	3
cnh	sakhnawhmi	1
cnh	sakhnawhtu	1
cnh	sakhnem	2
cnh	sakhua	2
cnh	saki	2
cnh	sakmi	53
cnh	saknak	34
cnh	sakpah	1
cnh	sakpi	2
cnh	sakpiak	23
cnh	sakpiakmi	1
cnh	sakpiaktu	1
cnh	sakter	6
cnh	saktertu	1
cnh	saktonhmi	1
cnh	saktu	1
cnh	sakuh	1
cnh	sal	766
cnh	salaam	2
cnh	salam	1
cnh	salchuak	5
cnh	salchuakmi	1
cnh	salhawi	1
cnh	saling	2
cnh	salingte	1
cnh	salle	35
cnh	salnu	91
cnh	salpa	119
cnh	saltan	2
cnh	saltang	13
cnh	saltangmi	13
cnh	saltannak	28
cnh	salter	1
cnh	sam	118
cnh	samfa	8
cnh	samh	82
cnh	samhhnawh	4
cnh	samhmi	22
cnh	samhpiak	2
cnh	samhtu	1
cnh	sami	60
cnh	samnak	1
cnh	sampar	1
cnh	samphiar	2
cnh	samthihkuang	1
cnh	samthlai	2
cnh	samthlairem	1
cnh	samtom	1
cnh	san	44
cnh	sang	352
cnh	sanghlei	1
cnh	sangmi	18
cnh	sangphawlawng	20
cnh	sangpi	19
cnh	sangsang	3
cnh	sanh	31
cnh	sanhmi	2
cnh	sanhpiak	1
cnh	sankanh	1
cnh	sanlei	11
cnh	sannak	10
cnh	sanning	3
cnh	santer	4
cnh	santlai	17
cnh	santlaih	1
cnh	santlaihnak	9
cnh	santlailo	43
cnh	santlaimi	3
cnh	saphaw	50
cnh	saphawcua	2
cnh	saptonh	1
cnh	sar	1
cnh	saram	197
cnh	sarammi	2
cnh	sardin	1
cnh	sarh	4
cnh	sarhmi	2
cnh	sarih	415
cnh	sarihnak	79
cnh	saruak	2
cnh	saruh	1
cnh	sasehmi	1
cnh	sat	2
cnh	sathar	3
cnh	sathau	17
cnh	sathi	8
cnh	sathiang	1
cnh	satu	24
cnh	sau	139
cnh	sauh	1
cnh	saulei	24
cnh	saumi	12
cnh	saunak	5
cnh	sauning	1
cnh	saupi	95
cnh	sausau	1
cnh	sauter	6
cnh	saveh	2
cnh	sawh	167
cnh	sawhkalh	2
cnh	sawhmi	6
cnh	sawhnak	3
cnh	sawhpiak	1
cnh	sawhsawh	49
cnh	sawhsawhmi	3
cnh	sawhsawhnak	1
cnh	sawhsawhte	2
cnh	sawhtu	1
cnh	sawihnawt	1
cnh	sawisam	3
cnh	sawk	14
cnh	sawksam	3
cnh	sawm	717
cnh	sawm-ai	4
cnh	sawmh	21
cnh	sawmhmi	1
cnh	sawmmi	29
cnh	sawmpalak	3
cnh	sawmtu	4
cnh	sawmtupa	1
cnh	sawn	12
cnh	sawng	1
cnh	sawngkhoi	26
cnh	sawngkornak	1
cnh	sawnmi	2
cnh	sawnter	1
cnh	sawntertu	1
cnh	saya	102
cnh	sayamah	5
cnh	sayapa	5
cnh	sayate	2
cnh	saza	5
cnh	sazam	4
cnh	sazuk	18
cnh	saṭil	338
cnh	saṭilrun	1
cnh	seh	2153
cnh	sehchih	6
cnh	sehmi	18
cnh	sehpiak	1
cnh	sehtu	1
cnh	sei	9
cnh	seihnam	19
cnh	seino	2
cnh	sek	6
cnh	selnak	1
cnh	selsul	4
cnh	sem	2
cnh	semno	1
cnh	sempi	2
cnh	semrel	1
cnh	semte	1
cnh	semtertu	1
cnh	sen	96
cnh	senduk	5
cnh	sendung	26
cnh	sendungmi	1
cnh	seng	3
cnh	sengh	2
cnh	senghnak	5
cnh	senh	3
cnh	senmi	13
cnh	senpau	2
cnh	senpi	1
cnh	sentari	1
cnh	sepmap	1
cnh	sepmapmi	1
cnh	ser	1462
cnh	serchom	2
cnh	serchommi	13
cnh	serh	63
cnh	serhmi	17
cnh	serhnawh	7
cnh	serhnawhmi	1
cnh	serhpiak	6
cnh	serhsat	52
cnh	serhsatmi	5
cnh	serhsatnak	21
cnh	serhsatter	1
cnh	serhsattu	3
cnh	serhtu	5
cnh	sermi	396
cnh	sernak	39
cnh	serning	4
cnh	serpa	1
cnh	serpi	1
cnh	serpiak	77
cnh	serpiakmi	7
cnh	serpiaknak	1
cnh	serpiaktu	1
cnh	sersat	1
cnh	sersiam	9
cnh	sersiamning	1
cnh	sersiampiak	1
cnh	sersiamtu	2
cnh	serter	18
cnh	sertermi	5
cnh	sertertu	1
cnh	sertu	112
cnh	set	28
cnh	setsai	5
cnh	setsaimi	1
cnh	sette	2
cnh	shekel	111
cnh	si	16742
cnh	si-ai	1
cnh	sia	3
cnh	siahmah	2
cnh	sial	5
cnh	sialpiak	6
cnh	sialtu	2
cnh	siam	4
cnh	siamsaknak	2
cnh	sian	15
cnh	siang	20
cnh	sianginn	1
cnh	siangmi	2
cnh	siangngakchia	2
cnh	siangpa-hrang	1
cnh	siangpahrang	2519
cnh	siangpahrangnu	12
cnh	siangpahrangte	1
cnh	sianh	17
cnh	sianmi	1
cnh	siannak	4
cnh	siapi	8
cnh	siarem	1
cnh	siarmar	2
cnh	siasal	210
cnh	siasal-tlangbawi	1
cnh	sibang	1
cnh	sibawi	8
cnh	sica	1
cnh	sicannak	2
cnh	sidar	66
cnh	sifah	11
cnh	sifahnak	19
cnh	sifak	31
cnh	sifakmi	42
cnh	sih	288
cnh	sihmanh-sehlaw	1
cnh	sihmanhsehlaw	1448
cnh	sihnawhmi	1
cnh	sihni	1
cnh	sihpah	1
cnh	sik	50
cnh	siknak	21
cnh	silhnalh	4
cnh	siling	5
cnh	silingpi	1
cnh	simi	776
cnh	simipa	10
cnh	simsawi	1
cnh	sin	944
cnh	sinah	3417
cnh	sinak	179
cnh	sinal	1
cnh	sing	51
cnh	sinin	510
cnh	sining	71
cnh	siningte	3
cnh	sinlei	1
cnh	sinum	262
cnh	sinumnu	3
cnh	sinumpa	9
cnh	sio	40
cnh	sir	15
cnh	sirah	7
cnh	sirang	3
cnh	sirlei	2
cnh	sirsiar	1
cnh	siseh	1373
cnh	sisiap	1
cnh	siter	42
cnh	siternak	1
cnh	sitertu	1
cnh	situ	3
cnh	sivai	24
cnh	sivang	6
cnh	siṭhatnak	1
cnh	so	13
cnh	sobul	8
cnh	sobulpi	1
cnh	soi	33
cnh	soimi	1
cnh	soinak	1
cnh	soisel	13
cnh	soiselnak	1
cnh	soitu	1
cnh	som	1
cnh	somei	12
cnh	somh	5
cnh	songpuam	1
cnh	sonhtarh	1
cnh	sonhtarhnak	2
cnh	sop	1
cnh	sor	1
cnh	sortu	1
cnh	soser	12
cnh	sosertu	1
cnh	spaik-nard	1
cnh	stakte	1
cnh	su	14
cnh	sua	8
cnh	suah	1
cnh	suahnak	1
cnh	suai	27
cnh	suaichommi	1
cnh	suaimi	21
cnh	suaipiak	1
cnh	suak	1
cnh	sual	939
cnh	suallo	2
cnh	sualmi	39
cnh	sualminu	2
cnh	sualmipa	2
cnh	sualnak	670
cnh	sualpa	1
cnh	sualpalhnak	2
cnh	sualphaw	1
cnh	sualphawt	23
cnh	sualphawtnak	2
cnh	sualphuannak	1
cnh	sualpi	2
cnh	sualpiak	1
cnh	sualpuhnak	1
cnh	sualsawhrok	1
cnh	sualter	22
cnh	sualtermi	3
cnh	sualternak	6
cnh	sualtertu	4
cnh	sualthianhpiak	1
cnh	sualtu	1
cnh	suan	14
cnh	suannak	1
cnh	suat	5
cnh	suatmi	2
cnh	suatnak	1
cnh	suatter	2
cnh	suaumau	6
cnh	suaumaumi	2
cnh	suhaitu	1
cnh	sui	467
cnh	suiluchin	9
cnh	suimilam	34
cnh	suiser	2
cnh	suisertupa	1
cnh	suk	57
cnh	sukhai	2
cnh	sukter	1
cnh	sul	5
cnh	sullam	230
cnh	sum	67
cnh	sumi	1
cnh	sumkhal	1
cnh	sumlei	1
cnh	summi	1
cnh	sumnak	2
cnh	sumsel	16
cnh	sumthawng	1
cnh	sumṭhen	2
cnh	sun	7
cnh	sung	92
cnh	sungh	21
cnh	sunghmi	4
cnh	sunghnak	8
cnh	sunghno	2
cnh	sunghter	18
cnh	sunghtertu	1
cnh	sunglawi	7
cnh	sunglawimi	21
cnh	sungmi	28
cnh	sungpar	1
cnh	sungsung	4
cnh	sunhsak	1
cnh	sunhsakmi	1
cnh	sunlawi	3
cnh	sunlawih	1
cnh	sunlawinak	1
cnh	sunning	1
cnh	sunpar	5
cnh	sunparnak	282
cnh	sunparter	1
cnh	sur	111
cnh	surh	7
cnh	surhtu	1
cnh	surmi	3
cnh	surter	35
cnh	surtertu	1
cnh	sut	1
cnh	suthri	1
cnh	sutu	1
cnh	ta	533
cnh	taan	16
cnh	taang	32
cnh	taangmi	28
cnh	taannak	12
cnh	taanter	5
cnh	taantermi	2
cnh	taap	1
cnh	taapter	1
cnh	taar	1
cnh	tah	195
cnh	tahchunh	17
cnh	tahchunhnak	41
cnh	tahmi	37
cnh	tahnak	62
cnh	tahning	2
cnh	tahpiakmi	1
cnh	tahtlem	3
cnh	tahṭhimh	2
cnh	tai	41
cnh	taih	1
cnh	taipum	1
cnh	taisawm	44
cnh	tak	53
cnh	takfangkarao	1
cnh	taklang	1
cnh	taklawng	26
cnh	taklin	2
cnh	taklinh	1
cnh	taklinhnak	1
cnh	takmi	1
cnh	takpum	4
cnh	taksa	7
cnh	taktak	355
cnh	taktakmi	24
cnh	takthak	1
cnh	taktu	2
cnh	tal	119
cnh	talen	40
cnh	taleti	26
cnh	tam	339
cnh	tamarisk	2
cnh	tami	5
cnh	tammi	5
cnh	tamnak	18
cnh	tampi	746
cnh	tamter	12
cnh	tan	257
cnh	tanbo	3
cnh	tanchuan	1
cnh	tang	249
cnh	tangah	130
cnh	tangchiah	2
cnh	tangdo	1
cnh	tangdot	1
cnh	tangin	8
cnh	tangka	222
cnh	tanglei	36
cnh	tangmi	150
cnh	tangnung	4
cnh	tangum	1
cnh	tanh	2
cnh	tanhmi	1
cnh	tanhnawhmi	3
cnh	tanmi	7
cnh	tannak	21
cnh	tanpah	4
cnh	tanpi	3
cnh	tanpiak	1
cnh	tanter	14
cnh	tanternak	1
cnh	tantertu	1
cnh	tantu	2
cnh	tap	1
cnh	tappi	4
cnh	tar	99
cnh	tarh	2
cnh	tarkhua	1
cnh	tarmi	3
cnh	tarpa	6
cnh	tarter	1
cnh	tartlung	1
cnh	tat	166
cnh	tate	2
cnh	tatmi	6
cnh	tatnak	1
cnh	tattu	2
cnh	tatu	1
cnh	taw	5
cnh	tawdanh	1
cnh	tawh	13
cnh	tawhfung	1
cnh	tawhrolh	6
cnh	tawhrolhtawi	1
cnh	tawi	19
cnh	tawimi	3
cnh	tawinak	2
cnh	tawite	28
cnh	tawiter	7
cnh	tawk	15
cnh	tawkawng	2
cnh	tawkzate	1
cnh	tawkzawn	1
cnh	tawlhmat	1
cnh	tawlreltu	2
cnh	tawn	380
cnh	tawne	9
cnh	tawng	74
cnh	tawngca	3
cnh	tawngh	44
cnh	tawnghmi	5
cnh	tawnghnak	4
cnh	tawnghpiak	1
cnh	tawnghter	3
cnh	tawngmi	17
cnh	tawngtham	2
cnh	tawngthammi	2
cnh	tawngthamtu	2
cnh	tawngtu	18
cnh	tawnmi	101
cnh	tawnmipa	1
cnh	tawnnak	16
cnh	tawnning	2
cnh	tawntak	1
cnh	tawntu	16
cnh	tawntupa	1
cnh	tawro	1
cnh	tawte	1
cnh	taza	25
cnh	tazacuai	6
cnh	tazacuaimi	1
cnh	tazacuainak	2
cnh	te	349
cnh	techin	6
cnh	tefa	596
cnh	tefachin	2
cnh	tefale	1
cnh	teh	8
cnh	tehlek	1
cnh	tehna	105
cnh	tehte	99
cnh	tei	274
cnh	teimak	2
cnh	teimami	2
cnh	teimi	17
cnh	tein	1792
cnh	teinak	87
cnh	teipiak	7
cnh	teirul	14
cnh	teirulchamnak	1
cnh	teiter	4
cnh	teitertu	1
cnh	teitu	23
cnh	tekel	2
cnh	tekem	3
cnh	tekep	1
cnh	tel	148
cnh	telh	33
cnh	telhlo	1
cnh	telhmi	1
cnh	telmi	17
cnh	telnak	2
cnh	telpi	1
cnh	telter	1
cnh	teltum	1
cnh	tem	1
cnh	temhinnak	50
cnh	temhinter	7
cnh	temhnak	27
cnh	temi	1
cnh	teng	2
cnh	tengh	4
cnh	tenghpiak	1
cnh	tenghteletnak	1
cnh	tengtung	6
cnh	tenh	4
cnh	tenhmi	3
cnh	teomao	3
cnh	tep	4
cnh	ter	2
cnh	tertar	2
cnh	tertarte	1
cnh	terte	4
cnh	tertur	1
cnh	tet	1
cnh	tetal	1
cnh	tete	108
cnh	tettet	1
cnh	tetuai	2
cnh	teuh	2
cnh	teuhtu	1
cnh	tha	81
cnh	thabat	1
cnh	thadam	1
cnh	thadi	1
cnh	thah	854
cnh	thahau	1
cnh	thahhrulhmi	1
cnh	thahmi	68
cnh	thahmipa	1
cnh	thahnak	51
cnh	thahpiak	5
cnh	thahpiaktu	1
cnh	thahri	4
cnh	thahter	6
cnh	thai	1
cnh	thainu	4
cnh	thaisung	2
cnh	thaituan	1
cnh	thaizing	145
cnh	thakmi	1
cnh	thakpherh	15
cnh	thal	60
cnh	thalbawm	5
cnh	thalkah	5
cnh	thaltanh	1
cnh	tham	8
cnh	thamter	2
cnh	thamtham	4
cnh	than	24
cnh	than-um	1
cnh	thang	118
cnh	thangchiat	41
cnh	thangchiatmi	3
cnh	thangchiatnak	23
cnh	thangchiattu	3
cnh	thangmi	4
cnh	thangpi	13
cnh	thangthang	2
cnh	thangṭhat	486
cnh	thangṭhatmi	8
cnh	thangṭhatnak	94
cnh	thangṭhattu	3
cnh	thanh	167
cnh	thanhmi	10
cnh	thanhnak	2
cnh	thanhning	1
cnh	thanhpiak	3
cnh	thanhter	1
cnh	thanhtu	3
cnh	thanmi	1
cnh	thanmipa	1
cnh	thannak	4
cnh	thanpiak	2
cnh	thanter	6
cnh	thanternak	1
cnh	thantu	3
cnh	thanuam	18
cnh	thanuamhnak	1
cnh	thanuamnak	17
cnh	thap	5
cnh	thar	186
cnh	tharchuah	2
cnh	tharmi	8
cnh	tharte	5
cnh	tharter	2
cnh	that	113
cnh	thathawhnak	1
cnh	thathernak	1
cnh	thathu	6
cnh	thathut	1
cnh	thathutnak	1
cnh	thatmi	13
cnh	thatpa	1
cnh	thattu	35
cnh	thau	92
cnh	thaumi	14
cnh	thaute	2
cnh	thauter	4
cnh	thauthau	5
cnh	thaw	97
cnh	thawchuah	1
cnh	thawchuahnak	1
cnh	thawh	1723
cnh	thawh-ṭhannak	1
cnh	thawhhnawh	3
cnh	thawhhnawhtu	1
cnh	thawhkehnak	4
cnh	thawhlawm	37
cnh	thawhmi	21
cnh	thawhmipa	2
cnh	thawhnak	10
cnh	thawhpat	2
cnh	thawhpi	5
cnh	thawhter	114
cnh	thawhtermi	5
cnh	thawhtermipa	1
cnh	thawhternak	5
cnh	thawhtertu	11
cnh	thawhṭhan	2
cnh	thawhṭhannak	8
cnh	thawi	104
cnh	thawi-nak	1
cnh	thawimi	15
cnh	thawinak	844
cnh	thawipiak	1
cnh	thawipiaktu	1
cnh	thawitu	1
cnh	thawk	264
cnh	thawkmi	6
cnh	thawknak	6
cnh	thawkning	1
cnh	thawkte	1
cnh	thawkterte	1
cnh	thawktu	4
cnh	thawl	41
cnh	thawllawng	1
cnh	thawmi	6
cnh	thawmmi	1
cnh	thawn	27
cnh	thawng	477
cnh	thawngchia	2
cnh	thawngin	364
cnh	thawngpang	30
cnh	thawngthanh	1
cnh	thawngthanhnak	6
cnh	thawngthanhtu	1
cnh	thawngṭha	39
cnh	thawngṭhabia	2
cnh	thawnpiak	1
cnh	thawnter	1
cnh	thawthaw	8
cnh	thawtnak	2
cnh	thawtnam	1
cnh	thazang	197
cnh	theh	45
cnh	thehnak	1
cnh	thehtu	2
cnh	thei	331
cnh	theibor	1
cnh	theichia	1
cnh	theifang	1
cnh	theih	789
cnh	theihhngalh	9
cnh	theihhngalhmi	2
cnh	theihhngalhnak	2
cnh	theihhngalhter	1
cnh	theihhngan	7
cnh	theihmi	67
cnh	theihmung	1
cnh	theihnak	15
cnh	theihngal	1
cnh	theihngalmi	2
cnh	theihpi	3
cnh	theihpiak	71
cnh	theihter	34
cnh	theihternak	2
cnh	theihtertu	1
cnh	theihthiam	1
cnh	theihtlei	2
cnh	theikung	4
cnh	theimi	40
cnh	theipar	9
cnh	theipi	53
cnh	theithor	1
cnh	theitlai	101
cnh	theitu	5
cnh	theng	14
cnh	thengnak	2
cnh	thengte	16
cnh	thengtheng	1
cnh	thep	3
cnh	ther	133
cnh	therh	7
cnh	thermi	4
cnh	therphang	19
cnh	therphannak	1
cnh	therter	4
cnh	thetse	128
cnh	thi	912
cnh	thiah	38
cnh	thiahmi	10
cnh	thiahnak	1
cnh	thial	1
cnh	thiam	170
cnh	thiamco	1
cnh	thiamcoh	3
cnh	thiamcoter	1
cnh	thiammi	71
cnh	thiammipa	1
cnh	thiamnak	47
cnh	thiampa	1
cnh	thiampheifung	1
cnh	thiamruak	1
cnh	thiamtaktu	1
cnh	thiamter	1
cnh	thiamthiam	2
cnh	thiamtlang	3
cnh	thiamtu	1
cnh	thian	55
cnh	thiang	566
cnh	thianghlim	12
cnh	thianglo	132
cnh	thiangmi	124
cnh	thiangte	5
cnh	thianh	139
cnh	thianhhlimh	4
cnh	thianhlim	2
cnh	thianhmi	2
cnh	thianhnak	32
cnh	thianhpiak	12
cnh	thianhpiakmi	1
cnh	thianhtu	5
cnh	thianlo	10
cnh	thiannak	26
cnh	thianning	1
cnh	thianter	54
cnh	thiantermi	11
cnh	thianternak	3
cnh	thiantertu	7
cnh	thiar	3
cnh	thichuah	2
cnh	thichuahnak	2
cnh	thih	370
cnh	thihhnawh	1
cnh	thihhnawhmipa	1
cnh	thihloh	1
cnh	thihnak	252
cnh	thihning	1
cnh	thihphah	2
cnh	thihpi	2
cnh	thihtak	8
cnh	thihtakmi	2
cnh	thihter	12
cnh	thikhal	1
cnh	thil	2350
cnh	thilchia	2
cnh	thilchiahnak	1
cnh	thilchuak	1
cnh	thilhlun	1
cnh	thilhlunkhonnak	1
cnh	thilkhonnak	1
cnh	thilnu	79
cnh	thilnung	50
cnh	thilo	1
cnh	thilphorhnak	1
cnh	thilpon	3
cnh	thilpuan	47
cnh	thilri	145
cnh	thilrit	42
cnh	thilte	2
cnh	thilthiang	3
cnh	thilthuam	37
cnh	thilthuk	1
cnh	thiltlau	2
cnh	thilzarh	1
cnh	thilṭha	5
cnh	thilṭhalo	5
cnh	thim	215
cnh	thimi	75
cnh	thimipa	2
cnh	thimmi	128
cnh	thimmipa	2
cnh	thimnak	2
cnh	thimning	1
cnh	thimpiak	1
cnh	thimpiakmi	2
cnh	thimtu	2
cnh	thin	456
cnh	thinfual	10
cnh	thinfualnak	2
cnh	thing	306
cnh	thingah	6
cnh	thingdem	1
cnh	thinghlam	1
cnh	thinghlamtu	2
cnh	thinghmui	46
cnh	thinghmuimi	4
cnh	thinghmuipa	2
cnh	thinghnah	2
cnh	thinghram	1
cnh	thinghreu	3
cnh	thinghring	1
cnh	thingkuang	8
cnh	thingkung	142
cnh	thingkungpi	1
cnh	thingmui	3
cnh	thingnge	2
cnh	thingphel	4
cnh	thingpheng	1
cnh	thingram	3
cnh	thingro	1
