# language_name:	Lemi (Eastern Khumi)
# closest ISO 639-3:	cek
# year_short:	scraped 2026
# year_long:	Not available
# title:	Lemi (Eastern Khumi)
# URL:	https://www.bible.com/bible/1853
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
40001013	Zerubabel lä Abi üng pä-ai. Abi lä Eliakim üng pä-ai. Eliakim lä Azo üng pä-ai vi.
40001014	Azo lä Zado üng pä-ai vi. Zado lä Akin üng pä-ai vi. Akin lä Elin üng pä-ai vi.
40001015	Elin lä Eliaza üng pä-ai vi. Eliaza lä Mathan üng pä-ai vi. Mathan lä Jaeko üng pä-ai vi.
40001016	Jaeko lä Josefae üng pä-ai vi. Josefae lä Maeri üng nawngpaw vi. Maeri ma Isu bung aepeng pa te vi. Khimi ce lä Isu tea Mesia näkha kähyng ö vi.
40001017	Abraham üng hai sanphrang Davidae khytä dung hawlai bälitä awng vi. Babilon khimi na ma Isrelae khimi na bung äni ce pre-a nähai te khytä sanphrang Davidae üng hai dung hawlai bälitä awng be rawng. Honi üng hai Mesia aepeng te khytä lä dung hawlai bälitä vi.
40001018	Hini lä Isu Khrista makä aepeng ai mei näte äphüng vi. Äni üng nä-awi Maeri lä Josefae hai aepawng hethang aedo pyng vi dy. Änini mangtä awng y te kälang-a Muilaw Käcai ma Maeri tea äjopawng hai te Maeri lä mäny vi.
40001019	Josefae lä cüng saite khimi lawngtä vi te phüng-a Maeri tea khimi ce maw-a kaejae py hethang ngai y. Khimi ce mäny y rungtä Maeri bung aekhai hethang näkha aedawng pa vi dy.
40001020	Tungaila hini kätyng äni aedawng te kätü-a Säthaw üng angtawtha lawngtä lä äni tea aemang-a aetüng kha “Davidae cäpaw Josefae ä, Maeri bung nang lä nawngpui kätyng la hethang aenaw hang. Makäte phüng-a mei nädylä Muilaw Käcai ma äni tea äjopawng hai te vi.
40001021	Äni lä cäpaw lawngtä aepeng ai. Nang lä Äni tea ‘Isu’ näkha ämüng mäthi ba. Ätephüng-a mei nädylä Äni lä Äma üng khimi na bung hunghö thung üng aeqang vi ai” näkha näpa.
40001022	Hini äphüng na lä Säthaw ma jangni-a buisaw Isaia te mang thui saite lo tea cungrü hai hethang vi.
40001023	Buisaw Isaia ma “Anglaw käcai lä äjopawng ea cäpaw aepeng ai. Khimi ce ma Emanuela näkha ka ö ai.” Honi älawngsai lä “Säthaw lä mä-ai hai mangtä awng” näte vi näkha näpa.
40001024	Josefae i aelaw kha äni tea Säthaw üng angtawtha ma thui te kätyng Maeri bung ing-a nähai ea nawngpui kätyng bälawng vi dy.
40001025	Tungaila äni lä nawngpui äby aepeng y rytä mangtä i hai y. Tukha äni lä äby tea “Isu” näkha ämüng mäthi dy.
40002003	Hini lo sanphrang Herodae hai Jerusalem märü üng khimi na thai ea lä bälungbi ö vi dy.
40002004	Sanphrang lä mäthykung käleng na hai Ubädi särae na bung käcüng pa dy. Äni ma “Mesia aepeng hethang mityng lä ma-a mei” näkha düng pa dy.
40002005	Äni ce ma “Khrista lä Judae khö üng Bethlehem märü-a aepeng ai. Honi phüng buisaw ma jangni-a tärü pyng te vi dy.
40002006	Säthaw lä buisaw te mang hai-a ‘Judae khö Bethlehem märü üng khimi na ä, beram rui te Kung lä beram bung rui te kätyng, kai üng khimi Isrelae na bung rui pa hethang Kung lä nang ce thung-a aetüng ai. Nang ce üng märü cäpi lä Judae khö-a aely lengky-a aelawng ai’” näkha näpa.
40002007	Tukha sanphrang Herodae lä bälungkähae na bung kangru-a kähyng jüng ea tengpaw aetüng te kätü mäny hethang düng ö vi dy.
40002008	Tupyng-a sanphrang ma äni ce tea “Nang ce Bethlehem märü-a ly kha nade bung mäqang ö. Äni bung nung te hai kai tea angthang py praw ö ba. Kai lä ly ea äni tea cäphaw haw by ai” näkha näpa. Äni ce sanphrang lo thai pyng ea äma ce üng lolang kätyng ly ö dy. Käni käse mang üng tengpaw lä äni ce üng maw-a ly te nung vi dy. Äni ce lä tengpaw bung nung te kätü-a anghawtho phi ö vi dy. Honi tengpaw lä nade awng saite mityng-a aehae pa by vi.
40002011	Bälung kähae lä ingthung-a kung ea äby hai änä-awi Maeri bung nung ö dy. Tupyng-a äni ce lä nade maw-a bü kha cäphaw ö dy. Tukha äni ce lä äma ce üng tengtae pä-awng kha ävang ting saite lasawng mätho dy. Äni ce lä sui, mura näsaite rimui hai dingrawng na bung py pa ö dy.
40002012	Sanphrang Herodae te mang vawi haile y hethang aemang thung-a Säthaw ma älo täru pa vi. Tukätephüng-a äni ce lä lolang kälang mang äma ce üng pre-a vawi ö vi dy.
40002013	Bälung kähae na ly pyng ea Josefae lä Säthaw üng angtawtha lawngtä bung aemang thung-a nung vi. Säthaw üng angtawtha ma “Aetha lawi äby ni änä-awi bung nähai ea Aikuta pre-a aehui hai lawi. Kai üng lo thai y rytä ho-a awng ö re. Sanphrang Herodae lä nade bung bädü hethang mäqang vi ai” näkha näpa.
40002014	Tukätephüng-a honi kärung-a Josefae lä aetha kha äby ni änä-awi bung nähai ea Aikuta pre-a kangru-a aehui hai ja vi dy.
40002015	Äni ce lä sanphrang Herodae dü pyng khytä honi pre-a awng ö vi dy. Areng ma buisaw hai-a thui saite älo cungrü hai hethang hini kätyng vi. Buisaw ma “Kai cäpaw bung lä Aikuta pre mang kai ma nähai vi dy” näte vi.
40002016	Sanphrang Herodae lä bälungkähae na ma kangru-a vawi te mäny ea tengxyng y kädawtho vi dy. Tukha äni lä bälungkähae na ma tengpaw aetüng te kätü phüng thui te aedawng vi dy. Tupyng-a sanphrang Herodae lä reisae na bung mätaw kha Bethlehem märü hai khöri angxynlyng na-a awng saite säning netä täkui üng nade nawngmäcaw angxynlyng na bung bädü hai pa ö dy.
40002017	Areng ma buisaw Jeremia hai-a thui pa saite cungrü hai hethang hini kätyng vi.
40002018	“Buisaw Jeremia ma Rama märü-a rawpi saite ätüng tho vi. Rakhela näsaite üng kaesui kaebeng na lä nade na dü kha tengxyng y raw ö vi. Nade na dü pyng te phüng-a äni lä bälungsi jawjaw. Ämi la äni tea bälung bädang haw y,” näkha näpa.
40002019	Sanphrang Herodae dü pyng ea Aikuta pre-a Josefae lä Säthaw üng angtawtha lawngtä bung aemang thung-a nung vi.
40002020	Tukha Säthaw üng angtawtha ma “Nang lä aetha kha äby ni änä-awi bung nähai ea Isrelae pre-a vawi lawi. Nade bung bädü hethang ngai saite na lä dü king vi dy” näkha näpa.
40002021	Tukätephüng-a Josefae lä aetha ea äby ni änä-awi bung nähai kha Isrelae pre-a vawi hai vi dy.
40002022	Sanphrang Herodae üng caw Akhela lä äpä-ai mityng-a pyng te vi näte Josefae lä thai vi. Tukätephüng-a äni lä Judae khö-a vawi hethang ri vi dy. Tupyng-a Säthaw ma aemang thung-a äni hai älo aepe vi. Tukätephüng-a äni lä Kalile khö-a ly dy.
40002023	Tukha Josefae lä Isu ni änä-awi Maeri hai mangtä Nazare näsaite märü-a awng dy. Areng ma buisaw hai-a thui saite lo cungrü hai hethang hini kätyng vi. Buisaw ma “Khimi ce lä Isu tea Nazare khimi” näkha näpa.
40003001	Kätü käni qae ea Baptismae Johan lä Judae khö üng daithung kärang-a aetüng kha Säthaw üng angthang thui pa dy.
40003002	Äni ma “Ae-ui ö lawi Säthaw ma pre pyng saite kätü lä tyng hethang aenai dy” näkha näpa.
40003003	Jangni-a buisaw Isaia ma Johan phüng lä thui rüng pa vi dy. Isaia ma, “Daithung kärang-a khimi lawngtä ma a kha thui pa vi. Äni ma, ‘Areng ly nae lolang mäcai rüng lawi. Äni tähang lolang mätaw pa lawi’ näkha thui ai” näkha näpa.
40003004	Baptismae Johan lä säphö känawngjang käsa mui hai aekhü saite kä-o rungrang aelawng kha angkeng-a mawiphö khabai aekheng vi. Äni üng käcakänei lä khakhö hai khawi tui vi.
40003005	Jerusalem märü üng khimi na, Judae khö angxynlyng na hai Jordan tävaw mityng üng khimi kä-awng mang na lä Johan tea ly ö vi.
40003006	Äni ce lä äma ce üng hunghö na khimi ce maw-a täphawng kha Jordan tävaw-a Johan ma baptismae py pa dy.
40003007	Johan ma Pharisai hai Sadukai awng mang saite na baptismae la hethang ly te nung pa vi. Äni ma “Nang ce lä bärui käsi hai aetawng vi. Baptismae lä te hai-a nang ce lä Säthaw ma dengpy saite aelawi haw y lyng.
40003008	Nang ce lä tüng saite kälu sa te hai-a ae-ui tätang näte mätü mang re.
40003009	Nang ce lä ‘Kai ce Abraham hai kaesui na kae vi’ näkha thui ö vi. Honi kä thui te hai lä Säthaw ma dengpy te üng aelawi haw y lyng. Säthaw lä hini kälung na tea mäteng ma Abraham kaesui kaebeng-a bälawng haw te vi.
40003010	Säthaw lä aetu süng kha äthai kung üng angjüng bälu hethang awng rüng te khimi lawngtä kätyng vi. Äni ma äthai aethai y saite äkung angxynlyng na bung bälu pang ea mai hai sawi vi ai.
40003011	“Nang ce ae-ui te mätü hethang kai lä nang ce tea tui hai baptismae py vi dy. Kai leithung-a tyng saite lawngtä ma Muilaw Käcai hai, mai hai, baptismae py ai. Äni lä kai qawng-a haidae lengky vi. Kai lä äni üng kho painai mäteng ma süng hethang aeteng y.
40003012	Äma üng kö-a caw mäsi hethang bäraw süngrüng saite khimi hai aetawng vi. Äni lä cawpai thung-a caw kangta na bung mäkawi pa vi ai. Cawfi bung lä dü y saite mai hai sawi vi ai” näkha näpa.
40003013	Tukha Isu lä Baptismae Johan te üng baptismae la hethang Kalile khö üng Jordan tävaw-a ly vi dy.
40003014	Baptismae Johan lä Isu tea baptismae py hethang ngai y. Äni ma “Kai lä nang tea baptismae py hethang aeteng y. Nang lä kai tea baptismae py hethang aeteng khaw vi” näkha näpa.
40003015	Tungaila Isu ma “Säthaw üng aely kängai mä-ai lä sa hethang kae. Tukätephüng-a vaihi kai tea baptismae py lawi” näkha näpa. Tukha Johan lä Isu tea baptismae py pa dy.
40003016	Isu lä baptismae la te hai qengtä ma tui thung üng aetha praw dy. Honi kätü khaw-a, käni lä aepä-awng kha Säthaw üng Muilaw aeja käthu te Isu lä nung vi. Muilaw Käcai lä bähö kätyng aeja käthu ea Isu qawng-a cu pa dy.
40003017	Käni mang Säthaw üng ätüng lä “Hini lä kai ma bälung aevaw saite Cäpaw vi. Äni tähang kai lä kawngphi vi” näkha näpa.
40004001	Tupyng-a Isu bung Muilaw ma daithung kärang-a nähai kha Setan angra ma Isu tea hunghö sa hethang the pa vi dy.
40004002	Isu lä käni ruibälitä hai rung ruibälitä böjae pyng-a tengxyng y äjo aelang phi pa vi dy.
40004003	Tukha Setan angra ma äni tea ly kha, “Nang lä Säthaw üng cäpaw tätang dylä, hini kälung na bung täkaw-a bälawng by ä” näkha näpa.
40004004	Tungaila Isu ma, “Caekäcai thung-a tärü te lä, ‘Khimi lä täkaw ma qaitä hai-a hing haw te y vi. Hing hethang Säthaw üng älo lä aely ngai vi’” näkha näpa.
40004005	Tupyng-a Setan angra lä Isu bung Jerusalem märü käcai-a nähai pa vi. Säthaw üng Ingkäcai üng kaesangky mityng qawng-a aedaw hai pa dy.
40004006	Setan angra ma, “Nang lä Säthaw üng cäpaw nädylä säly käthu by ä, Caekäcai thung-a tärü te lä ‘Säthaw üng angtawtha na ma nang bung pangky hethang täru pa ai mang. Nang üng kho tea kälung na hai tämaw dang y te khytä, äni ce üng kö hai pawngdawnghy pa vi ai’” näkha näpa.
40004007	Isu ma, “Caekäcai thung-a tärü te lä ‘Nang üng Areng Säthaw tea käny hang’” näkha näpa.
40004008	Tupyng-a Setan angra ma Isu bung me anghung kaesang-a nähai ea älawng-a awng saite pre angxynlyng na tawngnang te hai aecang phrung saite na mätü pa dy.
40004009	Setan angra ma Isu tea, “Nang ma kai tea bü kha cäphaw dylä, hini pre angxynlyng na kai ma nang tea py ai” näkha näpa.
40004010	Tukha Isu ma, “Setan angra, kai te üng thoja lä. Caekäcai thung-a tärü te lä ‘Nang üng Areng Säthaw lawngtä xyng tea ni cäphaw kha äni üng mawsawng ni sa hethang kae’” näkha näpa.
40004011	Tukha Setan angra lä Isu te üng thoja pa dy. Säthaw üng angtawtha na ma äni tea ly kha säbawng pa dy.
40004012	Isu lä Baptismae Johan bung thawng thung-a pä-ung te angthang thai pyng-a, Kalile khö-a vawi vi dy.
40004013	Isu lä Nazare märü-a ly pyng-a Kapernawm märü-a awng. Kapernawm märü lä Kalile tuilipui teng-a hai Natali hai Zabulun khö thung-a awng te vi.
40004014	Buisaw Isaia üng thui rüng saite älo cungrü hai hethang tyng te vi. Buisaw ma, “Zabulun khö hai Natali khö üng khimi na pangle pyng üng lolang-a awng te khimi na, Jordan tävaw üng ha mang-a awng saite khimi na hai, Kalile khö üng Säthaw mäny y saite ceng thung-a awng saite khimi na lä käving thung-a awng ö vi ai. Hini khimi ce lä kaevang käleng bung nung ö ai. Dü hethang ri saite khimi na tähang kädang-a, käni tho te kätyng aevang vi ai” näkha näpa.
40004017	Honi üng hai aetawng kha Isu lä, “Angthang Kähawi thui dy. Äni lä hunghö üng aekö haile lawi. Säthaw ma Sanphrang sa saite kätü lä aenai dy” näkha näpa.
40004018	Isu lä Kalile tuilipui teng-a aeke ea kangby jä-ai lawng netä bung nung vi. Änini lä Peterae näsaite Simon hai äni üng kangby Andru vi. Äni ce lä mawi ne saite khimi na te phüng-a tuilipui thung-a mawipry jae sälö te vi.
40004019	Isu ma “Kai leithung hui hawi. Nang ni lä mawi ne hawi te jüng-a, kai tea yng hethang khimi na bung nähai saite khimi ni-a bälawng vi ai” näkha näpa.
40004020	Qengtäma änini lä äma ni üng mawipry na khaisö ea Isu leithung hui hawi praw dy.
40004021	Honi mityng üng hai Isu ly ea äkälang kangby jä-ai Jaeko ni Johan bung nung vi. Änini lä Zebede üng cäpaw na vi. Äpä-ai hai mangtä bälawng thung-a mawipry na thung rüng haile kha awng ö te vi. Isu ma änini bung lä leithung hui hethang kähyng pa dy.
40004022	Qengtäma äpä-ai hai bälawng bung khaisö ea Isu leithung hui praw dy.
40004023	Isu lä Kalile khö-a khölawng tho kha Judae na üng ingkäcai-a Säthaw lo mätu pa dy. Säthaw ma pyng saite pre üng Angthang Kähawi phüng thui pa dy. Äni lä känaw käsaw amäjy cawngkhang awng saite angxynlyng na tea hawi sa pa dy.
40004024	Siria pre mityng qütä-a khimi ce lä Isu äphüng thai vi dy. Äni ce lä känaw käsaw amäjy cawngkhang awng saite khimi na bung äni tea nähai pa ö dy. Khimi phütä na lä nawphi saite phütä na hai angra kung saite, phütä na lä aesö kanglang saite, phütä na lä kökho dü saite na vi. Isu ma äni ce angxynlyng bung känaw käsaw hawi sa pa dy.
40004025	Kalile khö, Dikapoli khö, Jerusalem märü, Judae khö hai Jordan tävaw rei käni käse mang üng ly saite khimipui lä Isu leithung hui ö dy.
40005001	Isu lä khimipui na bung nung kha me anghung qawng-a paw ea aety dy. Tukha äkähui na lä äni tea ly pa ö dy.
40005002	Tukha Isu ma äni ce tea mätu te aetawng pa dy.
40005003	Äni ma “Säthaw üng säbawng saite aely ngai näte mäny saite khimi na lä tähang hawi. Äni ce lä Säthaw üng pre-a tawngnang te vi.
40005004	Bälungsi saite khimi na lä tähang hawi. Säthaw ma äni ce bung awneng hai ai mang.
40005005	Bälung aemäneng saite khimi na lä tähang hawi. Säthaw ma äni ce tea älawngpre pyng hai ai.
40005006	Säthaw üng aely kängai kätyng sa hethang ngai saite na lä tähang hawi. Säthaw ma äni ce tea kawng hai phi ai mang.
40005007	Bäheng te bälung awng saite khimi na lä tähang hawi. Säthaw ma äni ce tea bäheng pa vi ai.
40005008	Säthaw tähang bälung käcai hai aepy saite khimi na lä tähang hawi. Äni ce lä Säthaw bung nung ö ai mang.
40005009	Aede rung khytä sa pa saite khimi na lä tähang hawi. Säthaw ma äni ce tea äma üng nade na näkha ka vi ai.
40005010	Kätüng sa te phüng-a äkälang na ma mätang bälai-a sa pa saite khimi na lä tähang hawi. Honi khimi na lä Säthaw üng pre-a tawngnang ö te vi.
40005011	“Nang ce lä kai leithung hui ö te phüng-a, khimi ce ma nang ce tea käsi thui kha sakälö khü te hai kaeling kaemae thui dylä, nang ce lä tähang hawi.
40005012	Kawng anghawtho ö. Säthaw ma nang ce tähang äma üng Känipre-a ävang käting py ai. Jangni-a buisaw na bung khimi ce ma nang ce tea sa te kätyng sakälö khü pa ö te by vi dy.
40005013	“Nang ce lä älawngpre üng bälawi kätyng vi. Bälawidae dylä, lung rung khytä sa haile haw y dy. Khimi ce ma tawng hethang y dy. Tukha hini bälawi tea ärang-a käde phae kha khimi ce ma thaw phaedae vi ai.
40005014	“Nang ce lä älawng üng khimi na tähang kaevang kätyng vi. Me anghung qawng-a awng saite märü tea lä khimi ce ma homy haw y lyng.
40005015	Ingthung-a awng saite khimi angxynlyng na lä maibung thawng kha tawng täkui-a khai te awng vai y. Khimi ce angxynlyng nung haw hethang maibung khai nae qawng-a ni khai saite kae vi.
40005016	Honi kätyng nang ce üng kaevang khimi ce maw-a aevang sy. Tukä dylä, khimi ce lä nang ce üng kälu kähawi nung kha Känipre-a awng saite nang üng Pä-ai tea bälaw ö ai.
40005017	“Kai lä Mosi üng Ubädi hai buisaw na üng älo tea täphra hethang ly te y. Kai lä täphra hethang ly te jüng-a, Mosi üng Ubädi hai buisaw na üng älo cungrü hai hethang ly te kae.
40005018	Tängai ö. Käni hai älawng awng te khytä Mosi üng Ubädi älawngsai cäpi hai caelung cäpi la ja y. Säthaw ma sa saite kälu khüng y rytä äni üng Ubädi angxynlyng na awng vi ai rawng.
40005019	Khimi lawngtä lä särilo cäpiky tea sa tämang dylä, khimi kälang tea hini kätyng sa hethang mätu pa dylä, honi khimi lä Säthaw üng Känipre-a cäpiky vi ai. Tukha khimi lawngtä lä hini särilo na tängai kha kälang na tea mätu pa dylä, Säthaw üng Känipre-a Säthaw ma honi khimi kälengky näkha ka vi ai.
40005020	Tängai ö. Nang ce üng cüng saite lä Pharisai na hai Ubädi särae na qawng-a nang ce lä cungrü-a awng y dylä, Säthaw üng pre pyng saite thung-a kung haw y lyng.
40005021	“Mosi ma nang ce üng kangsi na thui saite särilo phüng thai ö pyng te vi dy. ‘Khimi bung bädü hang. Khimi bung bädü dylä, Säthaw ma dengpy ai.’
40005022	Tungaila vaihi nang ce tea kai ma: Nang lä nang ma üng äpy tea kädawtho dylä, Säthaw ma nang tea dengpy ai. Nang lä äpy tea käsi thui dylä, nang tea Sanhendrin kawngci-a dengpy vi ai. Nang ma äpy tea kaerö näkha ka dylä, ngärei thung-a tyng ai mang. Tukätephüng-a nang lä Säthaw tea aemäthy hethang lasawng nähai ea nang üng äpy ma nang tea nung ngai y te mäny va vi näre mai. Tudylä Säthaw tea aemäthy saite lasawng maicang maw-a khaisö. Angcü-a ly kha äpy hai aede mang re. Tupyng-a ly haile kha Säthaw tea aemäthy lawi.
40005025	“Khimi lawngtä ma nang lä äni sa tämang saite thui kha nang hai mangtä tärae jung-a nähai hethang awng dylä, äni hai kärang-a aede lawi. Nang ni lolang-a awng tea ma äni hai aede lawi. Honi kä y dylä, äni ma nang bung tärae cei te kung tea a ai. Tärae käcei kung ma nang bung thawng üng reisae na kö thung-a a ai. Tukha äni ma nang bung thawng thung-a pä-ung vi ai.
40005026	Tängai ba. Nang lä kälai py king y rytä, thawng thung üng tho y lyng.
40005027	“Mosi ma nang ce üng kangsi ce tea thui saite särilo phüng thai ö pyng te vi dy. Äni ma “Täkübäjang sa hang” näkha näpa.
40005028	Tungaila vaihi nang ce tea kai ma: Khimi lawngtä lä bädö te bälung hai khimi nawngpui, y dylä, aepawng y te nawngmädi tea kheng dylä, äma üng bälung thung-a täkübäjang te dy.
40005029	Nang üng ämi bangtang mang hunghö sa hai vi dylä, honi ämi bung thawpu kha kädeja la. Nang üng ätabung käcung hai-a ngärei thung-a ly te qawng-a ämi faitä pra te lä hawiky vi.
40005030	Nang üng kö bangtang mang hunghö sa hai vi dylä, honi äkö bung aebyng po kha kädeja la. Nang üng ätabung käcung hai-a ngärei thung-a ly te qawng-a äkö faitä pra te lä hawiky vi.
40005031	“Mosi ma nang ce üng kangsi na tea särilo thui te nang ce lä mäny ö pyng te vi dy. Äni ma ‘Khimi lawngtä lä äma üng nawngpui hai aekhai hethang ngai dylä, aekhai te cae py hethang kae’ näkha näpa.
40005032	Tungaila kai ma ‘Khimi lawngtä üng nawngpui äkälang nawngmäcaw hai i y dylä, äni hai aekhai haw y. Äni lä äkälang phüng hai äma üng nawngpui hai aekhai dylä, änawngpui tea täkübäjang sa te vi. Äni üng nawngpui bung la saite nawngmäcaw la täkübäjang sa te by vi.’
40005033	“Mosi ma nang ce üng kangsi ce tea thui saite särilo phüng mäny ö pyng vi dy. Äni ma ‘Nang lä älo aedo saite tea täphra hang. Areng tea nang ma sa hethang aedo saite älo kätyng sa ba’ näkha näpa.
40005034	Tungaila vaihi nang ce tea kai ma thui dy ‘Älo aedo ea täking ö hang. Känipre hai täking ö hang.’ Känipre lä Säthaw ma pyng saite mityng vi.
40005035	Älawngpre hai täking ö hang. Älawngpre lä Säthaw üng äkho thyng nae vi. Jerusalem märü tea mänyng kha täking ö hang. Jerusalem märü lä Sanphrang käleng Säthaw üng märü vi.
40005036	Mä-ai ma üng älö hai täking ö hang. Ätephüng-a mei nädylä nang ce lä äsangme metä bung kanglung-a kangnung-a sa haw ö te y.
40005037	Nang ce lä kälu hae haetä sa dylä, sa ai näkha thui. Sa y dylä, sa y näkha thui ö.
40005038	“Mosi ma nang ce üng kangsi ce tea thui saite särilo phüng mäny pyng vi dy. Äni ma ‘Khimi lawngtä lä khimi kälang üng ämi faitä tea pra hai mai dylä, khimi ce lä äma üng ämi pra by hethang kae. Khimi lawngtä lä lawngtä üng äfaw aekhy hai dylä, khimi ce lä äma üng äfaw aekhy by hethang kae’ näkha näpa.
40005039	Tungaila vaihi nang ce tea kai ma: Nang tea sa tämang saite khimi tea lä tärawitha hang. Nang üng tangbeng täbeng saite khimi tea pheitä mang la täbeng hai be re.
40005040	Khimi lawngtä lä nang üng kä-o bung ngai kha tärae jung-a nähai hethang ngai dylä, äni tea nang üng kä-o käsa la py pa be re.
40005041	Nang tea reisae na ma aethaw paitae hai mengtä ly hai dylä, äni hai meng netä ly pa be re.
40005042	Nang tea säbawng hethang mäkai saite khimi tea säbawng pa. Nang te üng kälai khi hethang ngai saite khimi na tähang kälai khi py pa.
40005043	“Nang ce lä hini älo thai ö vai te vi. ‘Nang ce üng rawijae tea bälung aevaw ö. Nang ce üng täre na tea esäre ö’ näkha näpa.
40005044	Tungaila vaihi nang ce tea kai ma: Nang ma ce üng täre na tea bälung aevaw ö. Nang ce tea mätang bälai-a sa saite khimi na tähang aetang pa ö.
40005045	Nang ma tukä sa dylä, Känipre üng Pä-ai Säthaw üng nade tätang-a nang aelawng vi ai. Areng ma khimi kähawi, khimi käsi na üng qawng-a käni aevang hai pa dy. Khimi kähawi khimi käsi na üng qawng-a khöne hai pa dy.
40005046	Nang ce tea bälung aevaw saite khimi na tea ni bälung aevaw ö kae dylä, Säthaw ma nang ce tea äte ävang la py y lyng. Angko cawng saite na mäteng hini kätyng sa ö te by vi.
40005047	Tukha nang ce lä nang ma ce üng rawijae na tea köcibai sa kae dylä, nang lä honi khimi ce kä by kae dy. Säthaw bung mäny y saite na mäteng ma äma ce bälung aevaw saite khimi tea bälung aevaw ö te vi.
40005048	Tukätephüng-a Känipre üng Pä-ai Säthaw lä cungrü te kätyng nang ce la cungrü-a awng ö jo.
40006001	“Nang ce lä kähawi sa tea khimi ce känung-a sa ö hang. Y dylä, Känipre-a awng saite nang ce üng Pä-ai ma nang tea ävang py hethang y dy.
40006002	“Nang lä mätang saite na tea säbawng kätü-a, nang sa te khimi na tea thui hang ba. Khimi kähawi käjüng aesa saite na kätyng sa ö hang. Äni ce lä Judae na üng ingkäcai hai lolang kaeting-a mätang saite na tea säbawng ö te vi. Khimi ce ma äni ce tea tämö khai hethang honi kä sa ö vi. Tängai ö. Äni ce la khimi ce üng ävang dang pyng ö te vi dy. Säthaw ma äni ce tea ävang py te y.
40006003	Nang lä mätang saite na tea säbawng te kätü-a, nang rawijae na mäteng mäny hai hang.
40006004	Honi kätyng sa dylä, nang üng säbawng saite tea khimi ce mäny y lyng. Känipre-a awng saite nang üng Pä-ai ma kangru-a sa saite nung te phüng-a ävang py ai mang.
40006005	“Nang lä aetang ea khimi kähawi käjüng käsa na kätyng sa hang. Äni ce lä khimi ce känung bawi-a Judae na üng ingkäcai hai lolang kaeting mityng-a aedaw kha aetang hethang ngai ö vi. Tängai ö. Äni ce la khimi ce üng ävang dang vi dy. Säthaw ma äni ce tea ävang py pa y dy.
40006006	Tukha nang ce aetang ea ingthung-a kung kha kätho aekhae teng. Ämi hai nung haw y saite nang üng Pä-ai Säthaw tea aetang. Nang üng Pä-ai ma kangru-a sa saite nung kha ävang py ai mang.
40006007	“Nang lä aetang ea älo aepe mang hang. Nang lä aedawng y käla älo awng mang-a thui hang. Säthaw bung mäny y saite na lä hini kä aetang vi. Äni ce lä älo sadui-a aepe kha aetang dylä, äma ce üng Säthaw ma tängai ai näkha aedawng ö te vi.
40006008	Nang lä äni ce kätyng sa hang. Nang üng Pä-ai lä nang mäkai y te kälang-a ma nang ngai saite na mäny pyng vi dy.
40006009	Tukha nang aetang te kätü-a hini kä thui ö. ‘Känipre üng kai ce üng Pä-ai ä, nang üng ämüng käcai tea khimi ce ma tämö khai sy.
40006010	Nang ma Sanphrang kätyng pyng sy. Känipre-a nang üng angtawtha na nang ma üng aely kängai kätyng sa vi. Älawngpre üng khimi na lä hini kätyng nang üng aely kängai sa sy.
40006011	Kai ce üng käni qütä ca hethang py kü ba.
